Year,Month,Day,Province,City,PM2.5,PM10,SO2,NO2,CO,O3_8h,PM2.5_IAQI,PM10_IAQI,CO_IAQI,NO2_IAQI,SO2_IAQI,O3_8h_IAQI,AQI,首要污染物,空气质量等级
2023,1,6, 北京市 ,北京,57 ,112 ,3 ,43 ,0.65 ,65 ,78 ,81 ,16 ,54 ,3 ,32 ,81 ,颗粒物(PM10),良
2023,1,7, 北京市 ,北京,21 ,82 ,2 ,41 ,0.51 ,34 ,30 ,66 ,13 ,51 ,2 ,17 ,66 ,颗粒物(PM10),良
2023,1,8, 北京市 ,北京,24 ,67 ,3 ,31 ,0.44 ,53 ,34 ,58 ,11 ,39 ,3 ,26 ,58 ,颗粒物(PM10),良
2023,1,9, 北京市 ,北京,15 ,37 ,3 ,26 ,0.36 ,54 ,21 ,37 ,9 ,32 ,3 ,27 ,37 ,,优
2023,1,10, 北京市 ,北京,38 ,71 ,4 ,48 ,0.63 ,36 ,54 ,60 ,16 ,60 ,4 ,18 ,60 ,颗粒物(PM10),良
2023,1,11, 北京市 ,北京,62 ,97 ,4 ,58 ,0.78 ,17 ,84 ,74 ,20 ,72 ,4 ,8 ,84 ,细颗粒物(PM2.5),良
2023,1,12, 北京市 ,北京,88 ,127 ,5 ,57 ,0.88 ,10 ,116 ,88 ,22 ,71 ,5 ,5 ,116 ,细颗粒物(PM2.5),轻度污染
2023,1,13, 北京市 ,北京,70 ,87 ,2 ,26 ,0.65 ,62 ,94 ,68 ,16 ,32 ,2 ,31 ,94 ,细颗粒物(PM2.5),良
2023,1,14, 北京市 ,北京,3 ,9 ,2 ,5 ,0.15 ,68 ,4 ,9 ,4 ,6 ,2 ,34 ,34 ,,优
2023,1,15, 北京市 ,北京,7 ,23 ,2 ,9 ,0.19 ,66 ,10 ,23 ,5 ,11 ,2 ,33 ,33 ,,优
2023,1,16, 北京市 ,北京,19 ,45 ,2 ,24 ,0.34 ,54 ,27 ,45 ,8 ,30 ,2 ,27 ,45 ,,优
2023,1,17, 北京市 ,北京,25 ,111 ,2 ,12 ,0.27 ,66 ,36 ,80 ,7 ,15 ,2 ,33 ,80 ,颗粒物(PM10),良
2023,1,18, 北京市 ,北京,29 ,93 ,3 ,25 ,0.39 ,53 ,41 ,72 ,10 ,31 ,3 ,26 ,72 ,颗粒物(PM10),良
2023,1,19, 北京市 ,北京,28 ,95 ,2 ,18 ,0.33 ,61 ,40 ,72 ,8 ,22 ,2 ,30 ,72 ,颗粒物(PM10),良
2023,1,20, 北京市 ,北京,10 ,42 ,2 ,7 ,0.26 ,60 ,14 ,42 ,6 ,9 ,2 ,30 ,42 ,,优
2023,1,21, 北京市 ,北京,38 ,66 ,4 ,24 ,0.49 ,53 ,54 ,58 ,12 ,30 ,4 ,26 ,58 ,颗粒物(PM10),良
2023,1,22, 北京市 ,北京,69 ,119 ,4 ,22 ,0.57 ,64 ,92 ,84 ,14 ,28 ,4 ,32 ,92 ,细颗粒物(PM2.5),良
2023,1,23, 北京市 ,北京,31 ,57 ,2 ,5 ,0.36 ,65 ,44 ,54 ,9 ,6 ,2 ,32 ,54 ,颗粒物(PM10),良
2023,1,24, 北京市 ,北京,8 ,36 ,2 ,6 ,0.19 ,62 ,11 ,36 ,5 ,8 ,2 ,31 ,36 ,,优
2023,1,25, 北京市 ,北京,26 ,47 ,3 ,22 ,0.43 ,45 ,37 ,47 ,11 ,28 ,3 ,22 ,47 ,,优
2023,1,26, 北京市 ,北京,20 ,47 ,2 ,15 ,0.32 ,64 ,29 ,47 ,8 ,19 ,2 ,32 ,47 ,,优
2023,1,27, 北京市 ,北京,7 ,25 ,2 ,7 ,0.20 ,63 ,10 ,25 ,5 ,9 ,2 ,32 ,32 ,,优
2023,1,28, 北京市 ,北京,16 ,74 ,2 ,12 ,0.24 ,64 ,23 ,62 ,6 ,15 ,2 ,32 ,62 ,颗粒物(PM10),良
2023,1,29, 北京市 ,北京,22 ,79 ,2 ,16 ,0.27 ,71 ,31 ,64 ,7 ,20 ,2 ,36 ,64 ,颗粒物(PM10),良
2023,1,30, 北京市 ,北京,36 ,78 ,4 ,39 ,0.54 ,51 ,51 ,64 ,14 ,49 ,4 ,26 ,64 ,颗粒物(PM10),良
2023,1,31, 北京市 ,北京,34 ,93 ,3 ,29 ,0.49 ,78 ,49 ,72 ,12 ,36 ,3 ,39 ,72 ,颗粒物(PM10),良
2023,2,1, 北京市 ,北京,8 ,28 ,2 ,7 ,0.17 ,69 ,11 ,28 ,4 ,9 ,2 ,34 ,34 ,,优
2023,2,2, 北京市 ,北京,11 ,24 ,2 ,20 ,0.27 ,51 ,16 ,24 ,7 ,25 ,2 ,26 ,26 ,,优
2023,2,3, 北京市 ,北京,24 ,45 ,3 ,37 ,0.44 ,39 ,34 ,45 ,11 ,47 ,3 ,20 ,47 ,,优
2023,2,4, 北京市 ,北京,30 ,54 ,3 ,37 ,0.53 ,59 ,43 ,52 ,13 ,46 ,3 ,30 ,52 ,颗粒物(PM10),良
2023,2,5, 北京市 ,北京,78 ,118 ,6 ,56 ,0.83 ,37 ,104 ,84 ,21 ,70 ,6 ,18 ,104 ,细颗粒物(PM2.5),轻度污染
2023,2,6, 北京市 ,北京,96 ,139 ,7 ,46 ,1.05 ,70 ,126 ,94 ,26 ,58 ,7 ,35 ,126 ,细颗粒物(PM2.5),轻度污染
2023,2,7, 北京市 ,北京,47 ,75 ,5 ,41 ,0.83 ,66 ,65 ,62 ,21 ,51 ,5 ,33 ,65 ,细颗粒物(PM2.5),良
2023,2,8, 北京市 ,北京,20 ,34 ,2 ,26 ,0.37 ,70 ,29 ,34 ,9 ,32 ,2 ,35 ,35 ,,优
2023,2,9, 北京市 ,北京,50 ,71 ,5 ,44 ,0.66 ,44 ,69 ,60 ,16 ,55 ,5 ,22 ,69 ,细颗粒物(PM2.5),良
2023,2,10, 北京市 ,北京,89 ,104 ,2 ,37 ,0.75 ,46 ,118 ,77 ,19 ,46 ,2 ,23 ,118 ,细颗粒物(PM2.5),轻度污染
2023,2,11, 北京市 ,北京,140 ,182 ,2 ,39 ,1.03 ,26 ,186 ,116 ,26 ,49 ,2 ,13 ,186 ,细颗粒物(PM2.5),中度污染
2023,2,12, 北京市 ,北京,77 ,95 ,2 ,26 ,0.79 ,41 ,102 ,72 ,20 ,32 ,2 ,20 ,102 ,细颗粒物(PM2.5),轻度污染
2023,2,13, 北京市 ,北京,5 ,8 ,2 ,12 ,0.20 ,75 ,7 ,8 ,5 ,15 ,2 ,38 ,38 ,,优
2023,2,14, 北京市 ,北京,9 ,18 ,2 ,23 ,0.28 ,59 ,13 ,18 ,7 ,29 ,2 ,30 ,30 ,,优
2023,2,15, 北京市 ,北京,31 ,55 ,3 ,34 ,0.48 ,53 ,45 ,52 ,12 ,42 ,3 ,26 ,52 ,颗粒物(PM10),良
2023,2,16, 北京市 ,北京,71 ,104 ,3 ,49 ,0.67 ,40 ,95 ,77 ,17 ,61 ,3 ,20 ,95 ,细颗粒物(PM2.5),良
2023,2,17, 北京市 ,北京,136 ,181 ,3 ,62 ,1.05 ,37 ,180 ,116 ,26 ,78 ,3 ,18 ,180 ,细颗粒物(PM2.5),中度污染
2023,2,18, 北京市 ,北京,118 ,150 ,2 ,41 ,0.86 ,73 ,154 ,100 ,22 ,51 ,2 ,36 ,154 ,细颗粒物(PM2.5),中度污染
2023,2,19, 北京市 ,北京,6 ,30 ,2 ,14 ,0.19 ,77 ,9 ,30 ,5 ,18 ,2 ,38 ,38 ,,优
2023,2,20, 北京市 ,北京,5 ,23 ,2 ,16 ,0.18 ,70 ,7 ,23 ,4 ,20 ,2 ,35 ,35 ,,优
2023,2,21, 北京市 ,北京,22 ,45 ,3 ,33 ,0.40 ,,31 ,45 ,10 ,41 ,3 ,,,,
2023,2,22, 北京市 ,北京,58 ,100 ,3 ,56 ,0.67 ,42 ,79 ,75 ,17 ,70 ,3 ,21 ,79 ,细颗粒物(PM2.5),良
2023,2,23, 北京市 ,北京,93 ,142 ,3 ,66 ,0.80 ,42 ,122 ,96 ,20 ,82 ,3 ,21 ,122 ,细颗粒物(PM2.5),轻度污染
2023,2,24, 北京市 ,北京,21 ,34 ,2 ,23 ,0.27 ,76 ,30 ,34 ,7 ,29 ,2 ,38 ,38 ,,优
2023,2,25, 北京市 ,北京,11 ,23 ,2 ,24 ,0.23 ,71 ,16 ,23 ,6 ,30 ,2 ,36 ,36 ,,优
2023,2,26, 北京市 ,北京,65 ,104 ,4 ,40 ,0.56 ,84 ,88 ,77 ,14 ,50 ,4 ,42 ,88 ,细颗粒物(PM2.5),良
2023,2,27, 北京市 ,北京,132 ,187 ,4 ,54 ,0.90 ,80 ,174 ,118 ,22 ,68 ,4 ,40 ,174 ,细颗粒物(PM2.5),中度污染
2023,2,28, 北京市 ,北京,54 ,79 ,2 ,29 ,0.45 ,80 ,74 ,64 ,11 ,36 ,2 ,40 ,74 ,细颗粒物(PM2.5),良
2023,3,1, 北京市 ,北京,5 ,17 ,2 ,18 ,0.20 ,80 ,7 ,17 ,5 ,23 ,2 ,40 ,40 ,,优
2023,3,2, 北京市 ,北京,21 ,64 ,3 ,37 ,0.34 ,71 ,30 ,57 ,8 ,46 ,3 ,36 ,57 ,颗粒物(PM10),良
2023,3,3, 北京市 ,北京,34 ,79 ,3 ,41 ,0.46 ,76 ,49 ,64 ,12 ,51 ,3 ,38 ,64 ,颗粒物(PM10),良
2023,3,4, 北京市 ,北京,108 ,174 ,8 ,55 ,1.23 ,92 ,141 ,112 ,31 ,69 ,8 ,46 ,141 ,细颗粒物(PM2.5),轻度污染
2023,3,5, 北京市 ,北京,164 ,225 ,4 ,47 ,1.43 ,105 ,214 ,138 ,36 ,59 ,4 ,54 ,214 ,细颗粒物(PM2.5),重度污染
2023,3,6, 北京市 ,北京,128 ,177 ,3 ,43 ,1.07 ,103 ,169 ,114 ,27 ,54 ,3 ,52 ,169 ,细颗粒物(PM2.5),中度污染
2023,3,7, 北京市 ,北京,150 ,221 ,6 ,56 ,1.28 ,134 ,200 ,136 ,32 ,70 ,6 ,78 ,200 ,细颗粒物(PM2.5),中度污染
2023,3,8, 北京市 ,北京,66 ,125 ,3 ,30 ,0.63 ,111 ,89 ,88 ,16 ,38 ,3 ,59 ,89 ,细颗粒物(PM2.5),良
2023,3,9, 北京市 ,北京,45 ,108 ,3 ,49 ,0.55 ,69 ,62 ,79 ,14 ,61 ,3 ,34 ,79 ,颗粒物(PM10),良
2023,3,10, 北京市 ,北京,81 ,415 ,3 ,35 ,0.48 ,83 ,108 ,293 ,12 ,44 ,3 ,42 ,293 ,颗粒物(PM10),重度污染
2023,3,11, 北京市 ,北京,17 ,155 ,2 ,10 ,0.20 ,72 ,24 ,102 ,5 ,12 ,2 ,36 ,102 ,颗粒物(PM10),轻度污染
2023,3,12, 北京市 ,北京,9 ,59 ,2 ,9 ,0.17 ,78 ,13 ,54 ,4 ,11 ,2 ,39 ,54 ,颗粒物(PM10),良
2023,3,13, 北京市 ,北京,32 ,99 ,3 ,47 ,0.47 ,39 ,46 ,74 ,12 ,59 ,3 ,20 ,74 ,颗粒物(PM10),良
2023,3,14, 北京市 ,北京,42 ,207 ,3 ,31 ,0.42 ,82 ,59 ,128 ,10 ,39 ,3 ,41 ,128 ,颗粒物(PM10),轻度污染
2023,3,15, 北京市 ,北京,16 ,122 ,3 ,6 ,0.16 ,79 ,23 ,86 ,4 ,8 ,3 ,40 ,86 ,颗粒物(PM10),良
2023,3,16, 北京市 ,北京,14 ,56 ,3 ,22 ,0.28 ,68 ,20 ,53 ,7 ,28 ,3 ,34 ,53 ,颗粒物(PM10),良
2023,3,17, 北京市 ,北京,45 ,109 ,3 ,42 ,0.51 ,44 ,62 ,80 ,13 ,52 ,3 ,22 ,80 ,颗粒物(PM10),良
2023,3,18, 北京市 ,北京,19 ,43 ,2 ,27 ,0.29 ,87 ,27 ,43 ,7 ,34 ,2 ,44 ,44 ,,优
2023,3,19, 北京市 ,北京,55 ,101 ,2 ,36 ,0.44 ,94 ,75 ,76 ,11 ,45 ,2 ,47 ,76 ,颗粒物(PM10),良
2023,3,20, 北京市 ,北京,114 ,160 ,3 ,43 ,0.67 ,94 ,149 ,105 ,17 ,54 ,3 ,47 ,149 ,细颗粒物(PM2.5),轻度污染
2023,3,21, 北京市 ,北京,122 ,166 ,3 ,41 ,0.76 ,99 ,160 ,108 ,19 ,51 ,3 ,50 ,160 ,细颗粒物(PM2.5),中度污染
2023,3,22, 北京市 ,北京,168 ,681 ,3 ,15 ,0.25 ,81 ,218 ,500 ,6 ,19 ,3 ,40 ,500 ,颗粒物(PM10),严重污染
2023,3,23, 北京市 ,北京,34 ,150 ,3 ,10 ,0.15 ,76 ,49 ,100 ,4 ,12 ,3 ,38 ,100 ,颗粒物(PM10),良
2023,3,24, 北京市 ,北京,20 ,75 ,3 ,19 ,0.25 ,67 ,29 ,62 ,6 ,24 ,3 ,34 ,62 ,颗粒物(PM10),良
2023,3,25, 北京市 ,北京,24 ,71 ,2 ,24 ,0.30 ,84 ,34 ,60 ,8 ,30 ,2 ,42 ,60 ,颗粒物(PM10),良
2023,3,26, 北京市 ,北京,23 ,63 ,2 ,23 ,0.26 ,86 ,33 ,56 ,6 ,29 ,2 ,43 ,56 ,颗粒物(PM10),良
2023,3,27, 北京市 ,北京,20 ,61 ,2 ,26 ,0.25 ,90 ,29 ,56 ,6 ,32 ,2 ,45 ,56 ,颗粒物(PM10),良
2023,3,28, 北京市 ,北京,65 ,137 ,5 ,44 ,0.67 ,114 ,88 ,94 ,17 ,55 ,5 ,62 ,94 ,颗粒物(PM10),良
2023,3,29, 北京市 ,北京,87 ,172 ,4 ,45 ,0.67 ,149 ,115 ,111 ,17 ,56 ,4 ,91 ,115 ,细颗粒物(PM2.5),轻度污染
2023,3,30, 北京市 ,北京,78 ,161 ,4 ,38 ,0.57 ,172 ,104 ,106 ,14 ,48 ,4 ,111 ,111 ,臭氧(O3),轻度污染
2023,3,31, 北京市 ,北京,55 ,115 ,3 ,28 ,0.42 ,153 ,75 ,82 ,10 ,35 ,3 ,94 ,94 ,臭氧(O3),良
2023,4,1, 北京市 ,北京,54 ,104 ,3 ,26 ,0.43 ,142 ,74 ,77 ,11 ,32 ,3 ,85 ,85 ,臭氧(O3),良
2023,4,2, 北京市 ,北京,75 ,128 ,5 ,41 ,0.66 ,90 ,100 ,89 ,16 ,51 ,5 ,45 ,100 ,细颗粒物(PM2.5),良
2023,4,3, 北京市 ,北京,44 ,90 ,5 ,30 ,0.61 ,113 ,61 ,70 ,15 ,38 ,5 ,61 ,70 ,颗粒物(PM10),良
2023,4,4, 北京市 ,北京,16 ,37 ,3 ,11 ,0.30 ,84 ,23 ,37 ,8 ,14 ,3 ,42 ,42 ,,优
2023,4,5, 北京市 ,北京,20 ,37 ,2 ,16 ,0.27 ,97 ,29 ,37 ,7 ,20 ,2 ,48 ,48 ,,优
2023,4,6, 北京市 ,北京,13 ,42 ,3 ,9 ,0.17 ,82 ,19 ,42 ,4 ,11 ,3 ,41 ,42 ,,优
2023,4,7, 北京市 ,北京,6 ,35 ,2 ,8 ,0.13 ,85 ,9 ,35 ,3 ,10 ,2 ,42 ,42 ,,优
2023,4,8, 北京市 ,北京,15 ,54 ,2 ,19 ,0.20 ,93 ,21 ,52 ,5 ,24 ,2 ,46 ,52 ,颗粒物(PM10),良
2023,4,9, 北京市 ,北京,61 ,122 ,3 ,37 ,0.46 ,111 ,82 ,86 ,12 ,46 ,3 ,59 ,86 ,颗粒物(PM10),良
2023,4,10, 北京市 ,北京,114 ,374 ,3 ,39 ,0.51 ,93 ,149 ,234 ,13 ,49 ,3 ,46 ,234 ,颗粒物(PM10),重度污染
2023,4,11, 北京市 ,北京,100 ,508 ,3 ,6 ,0.18 ,87 ,131 ,408 ,4 ,8 ,3 ,44 ,408 ,颗粒物(PM10),严重污染
2023,4,12, 北京市 ,北京,111 ,410 ,2 ,29 ,0.33 ,79 ,145 ,286 ,8 ,36 ,2 ,40 ,286 ,颗粒物(PM10),重度污染
2023,4,13, 北京市 ,北京,159 ,575 ,3 ,46 ,0.60 ,78 ,209 ,475 ,15 ,58 ,3 ,39 ,475 ,颗粒物(PM10),严重污染
2023,4,14, 北京市 ,北京,75 ,260 ,3 ,22 ,0.34 ,94 ,100 ,155 ,8 ,28 ,3 ,47 ,155 ,颗粒物(PM10),中度污染
2023,4,15, 北京市 ,北京,24 ,94 ,3 ,15 ,0.17 ,88 ,34 ,72 ,4 ,19 ,3 ,44 ,72 ,颗粒物(PM10),良
2023,4,16, 北京市 ,北京,17 ,57 ,2 ,20 ,0.17 ,94 ,24 ,54 ,4 ,25 ,2 ,47 ,54 ,颗粒物(PM10),良
2023,4,17, 北京市 ,北京,42 ,115 ,4 ,30 ,0.52 ,105 ,59 ,82 ,13 ,38 ,4 ,54 ,82 ,颗粒物(PM10),良
2023,4,18, 北京市 ,北京,32 ,90 ,3 ,33 ,0.49 ,124 ,46 ,70 ,12 ,41 ,3 ,70 ,70 ,颗粒物(PM10),良
2023,4,19, 北京市 ,北京,38 ,110 ,3 ,31 ,0.53 ,164 ,54 ,80 ,13 ,39 ,3 ,104 ,104 ,臭氧(O3),轻度污染
2023,4,20, 北京市 ,北京,18 ,93 ,3 ,11 ,0.18 ,86 ,26 ,72 ,4 ,14 ,3 ,43 ,72 ,颗粒物(PM10),良
2023,4,21, 北京市 ,北京,11 ,38 ,2 ,9 ,0.20 ,89 ,16 ,38 ,5 ,11 ,2 ,44 ,44 ,,优
2023,4,22, 北京市 ,北京,20 ,33 ,2 ,15 ,0.27 ,67 ,29 ,33 ,7 ,19 ,2 ,34 ,34 ,,优
2023,4,23, 北京市 ,北京,30 ,57 ,3 ,29 ,0.42 ,89 ,43 ,54 ,10 ,36 ,3 ,44 ,54 ,颗粒物(PM10),良
2023,4,24, 北京市 ,北京,28 ,64 ,2 ,23 ,0.35 ,106 ,40 ,57 ,9 ,29 ,2 ,55 ,57 ,颗粒物(PM10),良
2023,4,25, 北京市 ,北京,31 ,77 ,2 ,13 ,0.27 ,91 ,44 ,64 ,7 ,16 ,2 ,46 ,64 ,颗粒物(PM10),良
2023,4,26, 北京市 ,北京,15 ,58 ,2 ,23 ,0.21 ,101 ,21 ,54 ,5 ,29 ,2 ,51 ,54 ,颗粒物(PM10),良
2023,4,27, 北京市 ,北京,52 ,115 ,3 ,38 ,0.52 ,79 ,71 ,82 ,13 ,48 ,3 ,40 ,82 ,颗粒物(PM10),良
2023,4,28, 北京市 ,北京,36 ,82 ,2 ,16 ,0.30 ,87 ,51 ,66 ,8 ,20 ,2 ,44 ,66 ,颗粒物(PM10),良
2023,4,29, 北京市 ,北京,11 ,44 ,2 ,14 ,0.19 ,90 ,16 ,44 ,5 ,18 ,2 ,45 ,45 ,,优
2023,4,30, 北京市 ,北京,14 ,43 ,2 ,19 ,0.20 ,109 ,20 ,43 ,5 ,24 ,2 ,58 ,58 ,臭氧(O3),良
2023,5,1, 北京市 ,北京,40 ,92 ,4 ,28 ,0.49 ,167 ,56 ,71 ,12 ,35 ,4 ,106 ,106 ,臭氧(O3),轻度污染
2023,5,2, 北京市 ,北京,39 ,100 ,3 ,23 ,0.57 ,172 ,55 ,75 ,14 ,29 ,3 ,111 ,111 ,臭氧(O3),轻度污染
2023,5,3, 北京市 ,北京,42 ,101 ,4 ,24 ,0.66 ,190 ,59 ,76 ,16 ,30 ,4 ,127 ,127 ,臭氧(O3),轻度污染
2023,5,4, 北京市 ,北京,32 ,61 ,2 ,16 ,0.63 ,94 ,46 ,56 ,16 ,20 ,2 ,47 ,56 ,颗粒物(PM10),良
2023,5,5, 北京市 ,北京,10 ,22 ,3 ,11 ,0.33 ,71 ,14 ,22 ,8 ,14 ,3 ,36 ,36 ,,优
2023,5,6, 北京市 ,北京,8 ,26 ,3 ,19 ,0.22 ,96 ,11 ,26 ,6 ,24 ,3 ,48 ,48 ,,优
2023,5,7, 北京市 ,北京,11 ,33 ,2 ,22 ,0.23 ,107 ,16 ,33 ,6 ,28 ,2 ,56 ,56 ,臭氧(O3),良
2023,5,8, 北京市 ,北京,19 ,50 ,2 ,24 ,0.27 ,145 ,27 ,50 ,7 ,30 ,2 ,88 ,88 ,臭氧(O3),良
2023,5,9, 北京市 ,北京,26 ,65 ,3 ,27 ,0.39 ,150 ,37 ,58 ,10 ,34 ,3 ,92 ,92 ,臭氧(O3),良
2023,5,10, 北京市 ,北京,22 ,59 ,3 ,28 ,0.36 ,164 ,31 ,54 ,9 ,35 ,3 ,104 ,104 ,臭氧(O3),轻度污染
2023,5,11, 北京市 ,北京,43 ,82 ,3 ,29 ,0.47 ,172 ,60 ,66 ,12 ,36 ,3 ,111 ,111 ,臭氧(O3),轻度污染
2023,5,12, 北京市 ,北京,37 ,61 ,3 ,28 ,0.48 ,120 ,52 ,56 ,12 ,35 ,3 ,67 ,67 ,臭氧(O3),良
2023,5,13, 北京市 ,北京,10 ,28 ,3 ,21 ,0.27 ,124 ,14 ,28 ,7 ,26 ,3 ,70 ,70 ,臭氧(O3),良
2023,5,14, 北京市 ,北京,33 ,75 ,3 ,27 ,0.48 ,186 ,47 ,62 ,12 ,34 ,3 ,124 ,124 ,臭氧(O3),轻度污染
2023,5,15, 北京市 ,北京,54 ,103 ,3 ,24 ,0.79 ,234 ,74 ,76 ,20 ,30 ,3 ,169 ,169 ,臭氧(O3),中度污染
2023,5,16, 北京市 ,北京,48 ,104 ,2 ,18 ,0.62 ,190 ,66 ,77 ,16 ,22 ,2 ,127 ,127 ,臭氧(O3),轻度污染
2023,5,17, 北京市 ,北京,28 ,61 ,3 ,15 ,0.46 ,123 ,40 ,56 ,12 ,19 ,3 ,69 ,69 ,臭氧(O3),良
2023,5,18, 北京市 ,北京,19 ,51 ,3 ,20 ,0.48 ,135 ,27 ,50 ,12 ,25 ,3 ,79 ,79 ,臭氧(O3),良
2023,5,19, 北京市 ,北京,43 ,69 ,3 ,28 ,0.80 ,43 ,60 ,60 ,20 ,35 ,3 ,22 ,60 ,细颗粒物(PM2.5),良
2023,5,20, 北京市 ,北京,53 ,245 ,3 ,8 ,0.16 ,81 ,72 ,148 ,4 ,10 ,3 ,40 ,148 ,颗粒物(PM10),轻度污染
2023,5,21, 北京市 ,北京,26 ,97 ,3 ,10 ,0.17 ,97 ,37 ,74 ,4 ,12 ,3 ,48 ,74 ,颗粒物(PM10),良
2023,5,22, 北京市 ,北京,13 ,35 ,3 ,15 ,0.18 ,102 ,19 ,35 ,4 ,19 ,3 ,52 ,52 ,臭氧(O3),良
2023,5,23, 北京市 ,北京,13 ,42 ,2 ,21 ,0.25 ,135 ,19 ,42 ,6 ,26 ,2 ,79 ,79 ,臭氧(O3),良
2023,5,24, 北京市 ,北京,29 ,86 ,3 ,15 ,0.43 ,175 ,41 ,68 ,11 ,19 ,3 ,114 ,114 ,臭氧(O3),轻度污染
2023,5,25, 北京市 ,北京,35 ,78 ,3 ,16 ,0.42 ,114 ,50 ,64 ,10 ,20 ,3 ,62 ,64 ,颗粒物(PM10),良
2023,5,26, 北京市 ,北京,47 ,91 ,2 ,23 ,0.51 ,169 ,65 ,70 ,13 ,29 ,2 ,108 ,108 ,臭氧(O3),轻度污染
2023,5,27, 北京市 ,北京,63 ,88 ,3 ,19 ,0.67 ,111 ,85 ,69 ,17 ,24 ,3 ,59 ,85 ,细颗粒物(PM2.5),良
2023,5,28, 北京市 ,北京,29 ,44 ,3 ,14 ,0.44 ,161 ,41 ,44 ,11 ,18 ,3 ,101 ,101 ,臭氧(O3),轻度污染
2023,5,29, 北京市 ,北京,29 ,59 ,3 ,17 ,0.50 ,190 ,41 ,54 ,12 ,21 ,3 ,127 ,127 ,臭氧(O3),轻度污染
2023,5,30, 北京市 ,北京,34 ,60 ,3 ,20 ,0.52 ,109 ,49 ,55 ,13 ,25 ,3 ,58 ,58 ,臭氧(O3),良
2023,5,31, 北京市 ,北京,42 ,71 ,3 ,25 ,0.58 ,135 ,59 ,60 ,14 ,31 ,3 ,79 ,79 ,臭氧(O3),良
2023,6,1, 北京市 ,北京,27 ,61 ,3 ,20 ,0.36 ,119 ,39 ,56 ,9 ,25 ,3 ,66 ,66 ,臭氧(O3),良
2023,6,2, 北京市 ,北京,8 ,30 ,2 ,13 ,0.18 ,111 ,11 ,30 ,4 ,16 ,2 ,59 ,59 ,臭氧(O3),良
2023,6,3, 北京市 ,北京,10 ,28 ,2 ,21 ,0.25 ,139 ,14 ,28 ,6 ,26 ,2 ,82 ,82 ,臭氧(O3),良
2023,6,4, 北京市 ,北京,10 ,27 ,2 ,17 ,0.20 ,129 ,14 ,27 ,5 ,21 ,2 ,74 ,74 ,臭氧(O3),良
2023,6,5, 北京市 ,北京,18 ,49 ,2 ,20 ,0.34 ,162 ,26 ,49 ,8 ,25 ,2 ,102 ,102 ,臭氧(O3),轻度污染
2023,6,6, 北京市 ,北京,12 ,32 ,2 ,14 ,0.21 ,141 ,17 ,32 ,5 ,18 ,2 ,84 ,84 ,臭氧(O3),良
2023,6,7, 北京市 ,北京,17 ,50 ,2 ,22 ,0.31 ,145 ,24 ,50 ,8 ,28 ,2 ,88 ,88 ,臭氧(O3),良
2023,6,8, 北京市 ,北京,11 ,40 ,2 ,15 ,0.22 ,128 ,16 ,40 ,6 ,19 ,2 ,73 ,73 ,臭氧(O3),良
2023,6,9, 北京市 ,北京,8 ,25 ,3 ,18 ,0.22 ,97 ,11 ,25 ,6 ,22 ,3 ,48 ,48 ,,优
2023,6,10, 北京市 ,北京,6 ,17 ,3 ,11 ,0.21 ,104 ,9 ,17 ,5 ,14 ,3 ,53 ,53 ,臭氧(O3),良
2023,6,11, 北京市 ,北京,10 ,26 ,2 ,16 ,0.36 ,111 ,14 ,26 ,9 ,20 ,2 ,59 ,59 ,臭氧(O3),良
2023,6,12, 北京市 ,北京,14 ,25 ,3 ,13 ,0.37 ,122 ,20 ,25 ,9 ,16 ,3 ,68 ,68 ,臭氧(O3),良
2023,6,13, 北京市 ,北京,7 ,20 ,2 ,17 ,0.26 ,145 ,10 ,20 ,6 ,21 ,2 ,88 ,88 ,臭氧(O3),良
2023,6,14, 北京市 ,北京,24 ,56 ,3 ,22 ,0.55 ,228 ,34 ,53 ,14 ,28 ,3 ,163 ,163 ,臭氧(O3),中度污染
2023,6,15, 北京市 ,北京,31 ,69 ,5 ,20 ,0.66 ,274 ,44 ,60 ,16 ,25 ,5 ,202 ,202 ,臭氧(O3),重度污染
2023,6,16, 北京市 ,北京,37 ,79 ,4 ,20 ,0.70 ,251 ,52 ,64 ,18 ,25 ,4 ,186 ,186 ,臭氧(O3),中度污染
2023,6,17, 北京市 ,北京,36 ,81 ,3 ,24 ,0.49 ,252 ,51 ,66 ,12 ,30 ,3 ,187 ,187 ,臭氧(O3),中度污染
2023,6,18, 北京市 ,北京,45 ,81 ,3 ,15 ,0.64 ,237 ,62 ,66 ,16 ,19 ,3 ,172 ,172 ,臭氧(O3),中度污染
2023,6,19, 北京市 ,北京,47 ,71 ,3 ,18 ,0.60 ,123 ,65 ,60 ,15 ,22 ,3 ,69 ,69 ,臭氧(O3),良
2023,6,20, 北京市 ,北京,18 ,26 ,3 ,15 ,0.33 ,144 ,26 ,26 ,8 ,19 ,3 ,87 ,87 ,臭氧(O3),良
2023,6,21, 北京市 ,北京,9 ,23 ,2 ,26 ,0.25 ,157 ,13 ,23 ,6 ,32 ,2 ,98 ,98 ,臭氧(O3),良
2023,6,22, 北京市 ,北京,17 ,43 ,2 ,27 ,0.30 ,200 ,24 ,43 ,8 ,34 ,2 ,136 ,136 ,臭氧(O3),轻度污染
