Year,Month,Day,Province,City,PM2.5,PM10,SO2,NO2,CO,O3_8h,PM2.5_IAQI,PM10_IAQI,CO_IAQI,NO2_IAQI,SO2_IAQI,O3_8h_IAQI,AQI,首要污染物,空气质量等级
2021,5,15, 北京市 ,北京,11 ,31 ,3 ,15 ,0.39 ,74 ,16 ,31 ,10 ,19 ,3 ,37 ,37 ,,优
2021,5,16, 北京市 ,北京,4 ,23 ,2 ,18 ,0.26 ,93 ,6 ,23 ,6 ,22 ,2 ,46 ,46 ,,优
2021,5,17, 北京市 ,北京,12 ,44 ,2 ,31 ,0.33 ,118 ,17 ,44 ,8 ,39 ,2 ,65 ,65 ,臭氧(O3),良
2021,5,18, 北京市 ,北京,20 ,62 ,2 ,34 ,0.40 ,138 ,29 ,56 ,10 ,42 ,2 ,82 ,82 ,臭氧(O3),良
2021,5,19, 北京市 ,北京,31 ,77 ,4 ,26 ,0.53 ,200 ,44 ,64 ,13 ,32 ,4 ,136 ,136 ,臭氧(O3),轻度污染
2021,5,20, 北京市 ,北京,37 ,73 ,2 ,21 ,0.54 ,163 ,52 ,62 ,14 ,26 ,2 ,103 ,103 ,臭氧(O3),轻度污染
2021,5,21, 北京市 ,北京,36 ,69 ,2 ,21 ,0.60 ,194 ,51 ,60 ,15 ,26 ,2 ,131 ,131 ,臭氧(O3),轻度污染
2021,5,22, 北京市 ,北京,32 ,85 ,3 ,22 ,0.60 ,207 ,46 ,68 ,15 ,28 ,3 ,143 ,143 ,臭氧(O3),轻度污染
2021,5,23, 北京市 ,北京,52 ,192 ,2 ,10 ,0.22 ,79 ,71 ,121 ,6 ,12 ,2 ,40 ,121 ,颗粒物(PM10),轻度污染
2021,5,24, 北京市 ,北京,14 ,57 ,2 ,15 ,0.23 ,81 ,20 ,54 ,6 ,19 ,2 ,40 ,54 ,颗粒物(PM10),良
2021,5,25, 北京市 ,北京,19 ,85 ,3 ,18 ,0.34 ,138 ,27 ,68 ,8 ,22 ,3 ,82 ,82 ,臭氧(O3),良
2021,5,26, 北京市 ,北京,15 ,57 ,3 ,22 ,0.37 ,102 ,21 ,54 ,9 ,28 ,3 ,52 ,54 ,颗粒物(PM10),良
2021,5,27, 北京市 ,北京,11 ,40 ,2 ,23 ,0.33 ,85 ,16 ,40 ,8 ,29 ,2 ,42 ,42 ,,优
2021,5,28, 北京市 ,北京,4 ,19 ,3 ,11 ,0.22 ,97 ,6 ,19 ,6 ,14 ,3 ,48 ,48 ,,优
2021,5,29, 北京市 ,北京,8 ,32 ,2 ,14 ,0.27 ,129 ,11 ,32 ,7 ,18 ,2 ,74 ,74 ,臭氧(O3),良
2021,5,30, 北京市 ,北京,17 ,40 ,2 ,19 ,0.41 ,161 ,24 ,40 ,10 ,24 ,2 ,101 ,101 ,臭氧(O3),轻度污染
2021,5,31, 北京市 ,北京,25 ,41 ,2 ,23 ,0.80 ,82 ,36 ,41 ,20 ,29 ,2 ,41 ,41 ,,优
2021,6,1, 北京市 ,北京,15 ,35 ,3 ,20 ,0.50 ,122 ,21 ,35 ,12 ,25 ,3 ,68 ,68 ,臭氧(O3),良
2021,6,2, 北京市 ,北京,21 ,48 ,2 ,25 ,0.63 ,101 ,30 ,48 ,16 ,31 ,2 ,51 ,51 ,臭氧(O3),良
2021,6,3, 北京市 ,北京,3 ,22 ,2 ,16 ,0.21 ,83 ,4 ,22 ,5 ,20 ,2 ,42 ,42 ,,优
2021,6,4, 北京市 ,北京,6 ,29 ,2 ,19 ,0.26 ,91 ,9 ,29 ,6 ,24 ,2 ,46 ,46 ,,优
2021,6,5, 北京市 ,北京,7 ,25 ,3 ,19 ,0.23 ,99 ,10 ,25 ,6 ,24 ,3 ,50 ,50 ,,优
2021,6,6, 北京市 ,北京,12 ,43 ,3 ,22 ,0.38 ,155 ,17 ,43 ,10 ,28 ,3 ,96 ,96 ,臭氧(O3),良
2021,6,7, 北京市 ,北京,21 ,46 ,3 ,18 ,0.64 ,155 ,30 ,46 ,16 ,22 ,3 ,96 ,96 ,臭氧(O3),良
2021,6,8, 北京市 ,北京,28 ,56 ,2 ,17 ,0.73 ,203 ,40 ,53 ,18 ,21 ,2 ,139 ,139 ,臭氧(O3),轻度污染
2021,6,9, 北京市 ,北京,27 ,52 ,2 ,20 ,0.70 ,102 ,39 ,51 ,18 ,25 ,2 ,52 ,52 ,臭氧(O3),良
2021,6,10, 北京市 ,北京,9 ,24 ,2 ,16 ,0.37 ,143 ,13 ,24 ,9 ,20 ,2 ,86 ,86 ,臭氧(O3),良
2021,6,11, 北京市 ,北京,15 ,46 ,2 ,31 ,0.39 ,159 ,21 ,46 ,10 ,39 ,2 ,99 ,99 ,臭氧(O3),良
2021,6,12, 北京市 ,北京,32 ,81 ,4 ,30 ,0.58 ,254 ,46 ,66 ,14 ,38 ,4 ,189 ,189 ,臭氧(O3),中度污染
2021,6,13, 北京市 ,北京,43 ,91 ,3 ,21 ,1.04 ,211 ,60 ,70 ,26 ,26 ,3 ,146 ,146 ,臭氧(O3),轻度污染
2021,6,14, 北京市 ,北京,22 ,32 ,3 ,13 ,0.94 ,91 ,31 ,32 ,24 ,16 ,3 ,46 ,46 ,,优
2021,6,15, 北京市 ,北京,22 ,36 ,3 ,13 ,0.69 ,177 ,31 ,36 ,17 ,16 ,3 ,115 ,115 ,臭氧(O3),轻度污染
2021,6,16, 北京市 ,北京,19 ,33 ,2 ,18 ,0.65 ,70 ,27 ,33 ,16 ,22 ,2 ,35 ,35 ,,优
2021,6,17, 北京市 ,北京,7 ,18 ,3 ,16 ,0.36 ,99 ,10 ,18 ,9 ,20 ,3 ,50 ,50 ,,优
2021,6,18, 北京市 ,北京,5 ,26 ,3 ,19 ,0.23 ,89 ,7 ,26 ,6 ,24 ,3 ,44 ,44 ,,优
2021,6,19, 北京市 ,北京,8 ,34 ,3 ,23 ,0.23 ,99 ,11 ,34 ,6 ,29 ,3 ,50 ,50 ,,优
2021,6,20, 北京市 ,北京,11 ,36 ,3 ,23 ,0.24 ,112 ,16 ,36 ,6 ,29 ,3 ,60 ,60 ,臭氧(O3),良
2021,6,21, 北京市 ,北京,18 ,65 ,4 ,24 ,0.45 ,181 ,26 ,58 ,11 ,30 ,4 ,119 ,119 ,臭氧(O3),轻度污染
2021,6,22, 北京市 ,北京,15 ,43 ,3 ,17 ,0.49 ,176 ,21 ,43 ,12 ,21 ,3 ,115 ,115 ,臭氧(O3),轻度污染
2021,6,23, 北京市 ,北京,18 ,33 ,2 ,20 ,0.45 ,117 ,26 ,33 ,11 ,25 ,2 ,64 ,64 ,臭氧(O3),良
2021,6,24, 北京市 ,北京,24 ,46 ,3 ,25 ,0.55 ,140 ,34 ,46 ,14 ,31 ,3 ,83 ,83 ,臭氧(O3),良
2021,6,25, 北京市 ,北京,30 ,49 ,3 ,17 ,0.82 ,131 ,43 ,49 ,20 ,21 ,3 ,76 ,76 ,臭氧(O3),良
2021,6,26, 北京市 ,北京,22 ,40 ,3 ,14 ,0.69 ,143 ,31 ,40 ,17 ,18 ,3 ,86 ,86 ,臭氧(O3),良
2021,6,27, 北京市 ,北京,26 ,48 ,3 ,15 ,0.70 ,177 ,37 ,48 ,18 ,19 ,3 ,115 ,115 ,臭氧(O3),轻度污染
2021,6,28, 北京市 ,北京,32 ,53 ,3 ,16 ,0.78 ,184 ,46 ,52 ,20 ,20 ,3 ,122 ,122 ,臭氧(O3),轻度污染
2021,6,29, 北京市 ,北京,26 ,40 ,3 ,12 ,0.64 ,112 ,37 ,40 ,16 ,15 ,3 ,60 ,60 ,臭氧(O3),良
2021,6,30, 北京市 ,北京,14 ,27 ,3 ,10 ,0.53 ,147 ,20 ,27 ,13 ,12 ,3 ,89 ,89 ,臭氧(O3),良
2021,7,1, 北京市 ,北京,12 ,27 ,3 ,12 ,0.43 ,138 ,17 ,27 ,11 ,15 ,3 ,82 ,82 ,臭氧(O3),良
2021,7,2, 北京市 ,北京,11 ,25 ,2 ,11 ,0.42 ,159 ,16 ,25 ,10 ,14 ,2 ,99 ,99 ,臭氧(O3),良
2021,7,3, 北京市 ,北京,7 ,16 ,3 ,10 ,0.44 ,136 ,10 ,16 ,11 ,12 ,3 ,80 ,80 ,臭氧(O3),良
2021,7,4, 北京市 ,北京,10 ,23 ,3 ,15 ,0.40 ,121 ,14 ,23 ,10 ,19 ,3 ,68 ,68 ,臭氧(O3),良
2021,7,5, 北京市 ,北京,11 ,28 ,3 ,19 ,0.46 ,134 ,16 ,28 ,12 ,24 ,3 ,78 ,78 ,臭氧(O3),良
2021,7,6, 北京市 ,北京,13 ,22 ,3 ,11 ,0.50 ,151 ,19 ,22 ,12 ,14 ,3 ,92 ,92 ,臭氧(O3),良
2021,7,7, 北京市 ,北京,21 ,40 ,3 ,16 ,0.62 ,170 ,30 ,40 ,16 ,20 ,3 ,109 ,109 ,臭氧(O3),轻度污染
2021,7,8, 北京市 ,北京,12 ,32 ,2 ,17 ,0.46 ,140 ,17 ,32 ,12 ,21 ,2 ,83 ,83 ,臭氧(O3),良
2021,7,9, 北京市 ,北京,17 ,39 ,2 ,16 ,0.55 ,186 ,24 ,39 ,14 ,20 ,2 ,124 ,124 ,臭氧(O3),轻度污染
2021,7,10, 北京市 ,北京,31 ,67 ,2 ,20 ,0.86 ,176 ,44 ,58 ,22 ,25 ,2 ,115 ,115 ,臭氧(O3),轻度污染
2021,7,11, 北京市 ,北京,25 ,48 ,3 ,14 ,0.83 ,157 ,36 ,48 ,21 ,18 ,3 ,98 ,98 ,臭氧(O3),良
2021,7,12, 北京市 ,北京,4 ,5 ,2 ,8 ,0.45 ,59 ,6 ,5 ,11 ,10 ,2 ,30 ,30 ,,优
2021,7,13, 北京市 ,北京,9 ,17 ,3 ,13 ,0.59 ,104 ,13 ,17 ,15 ,16 ,3 ,53 ,53 ,臭氧(O3),良
2021,7,14, 北京市 ,北京,20 ,35 ,3 ,13 ,0.75 ,145 ,29 ,35 ,19 ,16 ,3 ,88 ,88 ,臭氧(O3),良
2021,7,15, 北京市 ,北京,27 ,42 ,3 ,13 ,0.87 ,142 ,39 ,42 ,22 ,16 ,3 ,85 ,85 ,臭氧(O3),良
2021,7,16, 北京市 ,北京,17 ,32 ,2 ,11 ,0.72 ,118 ,24 ,32 ,18 ,14 ,2 ,65 ,65 ,臭氧(O3),良
2021,7,17, 北京市 ,北京,12 ,22 ,3 ,10 ,0.57 ,62 ,17 ,22 ,14 ,12 ,3 ,31 ,31 ,,优
2021,7,18, 北京市 ,北京,16 ,26 ,3 ,12 ,0.63 ,70 ,23 ,26 ,16 ,15 ,3 ,35 ,35 ,,优
2021,7,19, 北京市 ,北京,17 ,28 ,3 ,13 ,0.56 ,114 ,24 ,28 ,14 ,16 ,3 ,62 ,62 ,臭氧(O3),良
2021,7,20, 北京市 ,北京,19 ,35 ,2 ,14 ,0.60 ,109 ,27 ,35 ,15 ,18 ,2 ,58 ,58 ,臭氧(O3),良
2021,7,21, 北京市 ,北京,16 ,31 ,2 ,16 ,0.61 ,81 ,23 ,31 ,15 ,20 ,2 ,40 ,40 ,,优
2021,7,22, 北京市 ,北京,14 ,25 ,2 ,18 ,0.67 ,56 ,20 ,25 ,17 ,22 ,2 ,28 ,28 ,,优
2021,7,23, 北京市 ,北京,15 ,31 ,3 ,16 ,0.47 ,118 ,21 ,31 ,12 ,20 ,3 ,65 ,65 ,臭氧(O3),良
2021,7,24, 北京市 ,北京,27 ,53 ,3 ,18 ,0.53 ,142 ,39 ,52 ,13 ,22 ,3 ,85 ,85 ,臭氧(O3),良
2021,7,25, 北京市 ,北京,30 ,59 ,2 ,17 ,0.61 ,134 ,43 ,54 ,15 ,21 ,2 ,78 ,78 ,臭氧(O3),良
2021,7,26, 北京市 ,北京,30 ,59 ,2 ,16 ,0.67 ,117 ,43 ,54 ,17 ,20 ,2 ,64 ,64 ,臭氧(O3),良
2021,7,27, 北京市 ,北京,10 ,15 ,3 ,12 ,0.54 ,82 ,14 ,15 ,14 ,15 ,3 ,41 ,41 ,,优
2021,7,28, 北京市 ,北京,12 ,20 ,2 ,16 ,0.62 ,64 ,17 ,20 ,16 ,20 ,2 ,32 ,32 ,,优
2021,7,29, 北京市 ,北京,10 ,16 ,2 ,13 ,0.51 ,56 ,14 ,16 ,13 ,16 ,2 ,28 ,28 ,,优
2021,7,30, 北京市 ,北京,7 ,14 ,2 ,11 ,0.43 ,76 ,10 ,14 ,11 ,14 ,2 ,38 ,38 ,,优
2021,7,31, 北京市 ,北京,15 ,37 ,2 ,15 ,0.58 ,173 ,21 ,37 ,14 ,19 ,2 ,112 ,112 ,臭氧(O3),轻度污染
2021,8,1, 北京市 ,北京,5 ,17 ,3 ,9 ,0.37 ,80 ,7 ,17 ,9 ,11 ,3 ,40 ,40 ,,优
2021,8,2, 北京市 ,北京,5 ,19 ,2 ,12 ,0.38 ,103 ,7 ,19 ,10 ,15 ,2 ,52 ,52 ,臭氧(O3),良
2021,8,3, 北京市 ,北京,16 ,41 ,3 ,13 ,0.71 ,149 ,23 ,41 ,18 ,16 ,3 ,91 ,91 ,臭氧(O3),良
2021,8,4, 北京市 ,北京,30 ,48 ,3 ,14 ,0.75 ,158 ,43 ,48 ,19 ,18 ,3 ,98 ,98 ,臭氧(O3),良
2021,8,5, 北京市 ,北京,23 ,37 ,3 ,13 ,0.63 ,145 ,33 ,37 ,16 ,16 ,3 ,88 ,88 ,臭氧(O3),良
2021,8,6, 北京市 ,北京,24 ,42 ,2 ,16 ,0.59 ,138 ,34 ,42 ,15 ,20 ,2 ,82 ,82 ,臭氧(O3),良
2021,8,7, 北京市 ,北京,41 ,70 ,2 ,18 ,0.73 ,186 ,58 ,60 ,18 ,22 ,2 ,124 ,124 ,臭氧(O3),轻度污染
2021,8,8, 北京市 ,北京,40 ,75 ,3 ,19 ,0.75 ,165 ,56 ,62 ,19 ,24 ,3 ,105 ,105 ,臭氧(O3),轻度污染
2021,8,10, 北京市 ,北京,14 ,30 ,2 ,16 ,0.56 ,150 ,20 ,30 ,14 ,20 ,2 ,92 ,92 ,臭氧(O3),良
2021,8,11, 北京市 ,北京,30 ,54 ,2 ,18 ,0.84 ,138 ,43 ,52 ,21 ,22 ,2 ,82 ,82 ,臭氧(O3),良
2021,8,12, 北京市 ,北京,26 ,48 ,3 ,14 ,0.87 ,146 ,37 ,48 ,22 ,18 ,3 ,88 ,88 ,臭氧(O3),良
2021,8,13, 北京市 ,北京,22 ,42 ,2 ,15 ,0.72 ,143 ,31 ,42 ,18 ,19 ,2 ,86 ,86 ,臭氧(O3),良
2021,8,14, 北京市 ,北京,22 ,35 ,2 ,12 ,0.66 ,114 ,31 ,35 ,16 ,15 ,2 ,62 ,62 ,臭氧(O3),良
2021,8,15, 北京市 ,北京,20 ,35 ,3 ,14 ,0.63 ,90 ,29 ,35 ,16 ,18 ,3 ,45 ,45 ,,优
2021,8,16, 北京市 ,北京,22 ,33 ,3 ,14 ,0.76 ,110 ,31 ,33 ,19 ,18 ,3 ,58 ,58 ,臭氧(O3),良
2021,8,17, 北京市 ,北京,9 ,18 ,2 ,11 ,0.52 ,,13 ,18 ,13 ,14 ,2 ,,,,
2021,8,18, 北京市 ,北京,15 ,33 ,3 ,18 ,0.53 ,112 ,21 ,33 ,13 ,22 ,3 ,60 ,60 ,臭氧(O3),良
2021,8,19, 北京市 ,北京,14 ,21 ,2 ,14 ,0.58 ,81 ,20 ,21 ,14 ,18 ,2 ,40 ,40 ,,优
2021,8,20, 北京市 ,北京,8 ,17 ,2 ,12 ,0.62 ,112 ,11 ,17 ,16 ,15 ,2 ,60 ,60 ,臭氧(O3),良
2021,8,21, 北京市 ,北京,11 ,26 ,2 ,16 ,0.55 ,114 ,16 ,26 ,14 ,20 ,2 ,62 ,62 ,臭氧(O3),良
2021,8,22, 北京市 ,北京,34 ,68 ,2 ,18 ,1.46 ,141 ,49 ,59 ,36 ,22 ,2 ,84 ,84 ,臭氧(O3),良
2021,8,23, 北京市 ,北京,25 ,47 ,2 ,11 ,0.67 ,141 ,36 ,47 ,17 ,14 ,2 ,84 ,84 ,臭氧(O3),良
2021,8,24, 北京市 ,北京,9 ,18 ,3 ,12 ,0.37 ,94 ,13 ,18 ,9 ,15 ,3 ,47 ,47 ,,优
2021,8,25, 北京市 ,北京,5 ,17 ,3 ,15 ,0.37 ,77 ,8 ,17 ,9 ,19 ,3 ,38 ,38 ,,优
2021,8,26, 北京市 ,北京,5 ,15 ,3 ,13 ,0.39 ,80 ,7 ,15 ,10 ,16 ,3 ,40 ,40 ,,优
2021,8,27, 北京市 ,北京,8 ,22 ,3 ,16 ,0.41 ,94 ,11 ,22 ,10 ,20 ,3 ,47 ,47 ,,优
2021,8,28, 北京市 ,北京,9 ,24 ,3 ,19 ,0.40 ,74 ,13 ,24 ,10 ,24 ,3 ,37 ,37 ,,优
2021,8,29, 北京市 ,北京,17 ,39 ,3 ,17 ,0.45 ,140 ,24 ,39 ,11 ,21 ,3 ,83 ,83 ,臭氧(O3),良
2021,8,30, 北京市 ,北京,26 ,51 ,3 ,22 ,0.58 ,139 ,37 ,50 ,14 ,28 ,3 ,82 ,82 ,臭氧(O3),良
2021,8,31, 北京市 ,北京,23 ,36 ,3 ,19 ,0.62 ,138 ,33 ,36 ,16 ,24 ,3 ,82 ,82 ,臭氧(O3),良
2021,9,1, 北京市 ,北京,16 ,36 ,2 ,23 ,0.51 ,148 ,23 ,36 ,13 ,29 ,2 ,90 ,90 ,臭氧(O3),良
2021,9,2, 北京市 ,北京,21 ,43 ,2 ,21 ,0.54 ,152 ,30 ,43 ,14 ,26 ,2 ,93 ,93 ,臭氧(O3),良
2021,9,3, 北京市 ,北京,29 ,54 ,3 ,20 ,0.67 ,167 ,41 ,52 ,17 ,25 ,3 ,106 ,106 ,臭氧(O3),轻度污染
2021,9,4, 北京市 ,北京,20 ,31 ,2 ,16 ,0.77 ,91 ,29 ,31 ,19 ,20 ,2 ,46 ,46 ,,优
2021,9,5, 北京市 ,北京,14 ,23 ,3 ,14 ,0.54 ,84 ,20 ,23 ,14 ,18 ,3 ,42 ,42 ,,优
2021,9,6, 北京市 ,北京,5 ,9 ,3 ,12 ,0.41 ,62 ,7 ,9 ,10 ,15 ,3 ,31 ,31 ,,优
2021,9,7, 北京市 ,北京,11 ,27 ,2 ,17 ,0.46 ,122 ,16 ,27 ,12 ,21 ,2 ,68 ,68 ,臭氧(O3),良
2021,9,8, 北京市 ,北京,20 ,37 ,2 ,18 ,0.59 ,144 ,29 ,37 ,15 ,22 ,2 ,87 ,87 ,臭氧(O3),良
2021,9,9, 北京市 ,北京,33 ,50 ,2 ,23 ,0.73 ,113 ,47 ,50 ,18 ,29 ,2 ,61 ,61 ,臭氧(O3),良
2021,9,10, 北京市 ,北京,32 ,55 ,2 ,20 ,0.80 ,164 ,46 ,52 ,20 ,25 ,2 ,104 ,104 ,臭氧(O3),轻度污染
2021,9,11, 北京市 ,北京,42 ,72 ,3 ,23 ,0.90 ,165 ,59 ,61 ,22 ,29 ,3 ,105 ,105 ,臭氧(O3),轻度污染
2021,9,12, 北京市 ,北京,28 ,52 ,2 ,21 ,0.92 ,64 ,40 ,51 ,23 ,26 ,2 ,32 ,51 ,颗粒物(PM10),良
2021,9,13, 北京市 ,北京,17 ,32 ,3 ,19 ,0.78 ,95 ,24 ,32 ,20 ,24 ,3 ,48 ,48 ,,优
2021,9,14, 北京市 ,北京,20 ,37 ,3 ,20 ,0.79 ,66 ,29 ,37 ,20 ,25 ,3 ,33 ,37 ,,优
2021,9,15, 北京市 ,北京,19 ,45 ,2 ,27 ,0.69 ,84 ,27 ,45 ,17 ,34 ,2 ,42 ,45 ,,优
2021,9,16, 北京市 ,北京,15 ,31 ,2 ,24 ,0.66 ,44 ,21 ,31 ,16 ,30 ,2 ,22 ,31 ,,优
2021,9,17, 北京市 ,北京,9 ,23 ,3 ,20 ,0.41 ,90 ,13 ,23 ,10 ,25 ,3 ,45 ,45 ,,优
2021,9,18, 北京市 ,北京,19 ,46 ,3 ,28 ,0.55 ,77 ,27 ,46 ,14 ,35 ,3 ,38 ,46 ,,优
2021,9,19, 北京市 ,北京,20 ,28 ,3 ,19 ,0.62 ,60 ,29 ,28 ,16 ,24 ,3 ,30 ,30 ,,优
2021,9,20, 北京市 ,北京,4 ,6 ,3 ,12 ,0.50 ,71 ,6 ,6 ,12 ,15 ,3 ,36 ,36 ,,优
2021,9,21, 北京市 ,北京,4 ,14 ,2 ,15 ,0.43 ,85 ,6 ,14 ,11 ,19 ,2 ,42 ,42 ,,优
2021,9,22, 北京市 ,北京,9 ,27 ,3 ,21 ,0.43 ,101 ,13 ,27 ,11 ,26 ,3 ,51 ,51 ,臭氧(O3),良
2021,9,23, 北京市 ,北京,21 ,47 ,3 ,28 ,0.66 ,131 ,30 ,47 ,16 ,35 ,3 ,76 ,76 ,臭氧(O3),良
2021,9,24, 北京市 ,北京,15 ,19 ,2 ,18 ,0.87 ,58 ,21 ,19 ,22 ,22 ,2 ,29 ,29 ,,优
2021,9,25, 北京市 ,北京,13 ,24 ,3 ,17 ,0.57 ,82 ,19 ,24 ,14 ,21 ,3 ,41 ,41 ,,优
2021,9,26, 北京市 ,北京,12 ,19 ,3 ,20 ,0.57 ,46 ,17 ,19 ,14 ,25 ,3 ,23 ,25 ,,优
2021,9,27, 北京市 ,北京,12 ,25 ,3 ,20 ,0.49 ,90 ,17 ,25 ,12 ,25 ,3 ,45 ,45 ,,优
2021,9,28, 北京市 ,北京,23 ,50 ,3 ,28 ,0.64 ,86 ,33 ,50 ,16 ,35 ,3 ,43 ,50 ,,优
2021,9,29, 北京市 ,北京,18 ,45 ,2 ,26 ,0.54 ,89 ,26 ,45 ,14 ,32 ,2 ,44 ,45 ,,优
2021,9,30, 北京市 ,北京,30 ,57 ,3 ,24 ,0.83 ,70 ,43 ,54 ,21 ,30 ,3 ,35 ,54 ,颗粒物(PM10),良
2021,10,1, 北京市 ,北京,10 ,28 ,3 ,21 ,0.40 ,68 ,14 ,28 ,10 ,26 ,3 ,34 ,34 ,,优
2021,10,2, 北京市 ,北京,27 ,62 ,2 ,32 ,0.75 ,32 ,39 ,56 ,19 ,40 ,2 ,16 ,56 ,颗粒物(PM10),良
2021,10,3, 北京市 ,北京,28 ,55 ,2 ,23 ,0.77 ,52 ,40 ,52 ,19 ,29 ,2 ,26 ,52 ,颗粒物(PM10),良
2021,10,4, 北京市 ,北京,3 ,17 ,3 ,14 ,0.27 ,48 ,4 ,17 ,7 ,18 ,3 ,24 ,24 ,,优
2021,10,5, 北京市 ,北京,6 ,12 ,3 ,18 ,0.32 ,28 ,9 ,12 ,8 ,22 ,3 ,14 ,22 ,,优
2021,10,6, 北京市 ,北京,6 ,7 ,3 ,16 ,0.33 ,,9 ,7 ,8 ,20 ,3 ,,,,
2021,10,7, 北京市 ,北京,7 ,10 ,3 ,17 ,0.33 ,69 ,10 ,10 ,8 ,21 ,3 ,34 ,34 ,,优
2021,10,8, 北京市 ,北京,16 ,32 ,3 ,26 ,0.48 ,75 ,23 ,32 ,12 ,32 ,3 ,38 ,38 ,,优
2021,10,9, 北京市 ,北京,22 ,25 ,3 ,26 ,0.57 ,53 ,31 ,25 ,14 ,32 ,3 ,26 ,32 ,,优
2021,10,10, 北京市 ,北京,3 ,21 ,3 ,13 ,0.24 ,63 ,4 ,21 ,6 ,16 ,3 ,32 ,32 ,,优
2021,10,11, 北京市 ,北京,8 ,26 ,3 ,26 ,0.32 ,60 ,11 ,26 ,8 ,32 ,3 ,30 ,32 ,,优
2021,10,12, 北京市 ,北京,12 ,33 ,3 ,29 ,0.39 ,67 ,17 ,33 ,10 ,36 ,3 ,34 ,36 ,,优
2021,10,13, 北京市 ,北京,29 ,48 ,3 ,41 ,0.51 ,70 ,41 ,48 ,13 ,51 ,3 ,35 ,51 ,二氧化氮(NO2),良
2021,10,14, 北京市 ,北京,17 ,41 ,3 ,32 ,0.49 ,53 ,24 ,41 ,12 ,40 ,3 ,26 ,41 ,,优
2021,10,15, 北京市 ,北京,7 ,26 ,3 ,16 ,0.30 ,63 ,10 ,26 ,8 ,20 ,3 ,32 ,32 ,,优
2021,10,16, 北京市 ,北京,4 ,19 ,3 ,10 ,0.24 ,63 ,6 ,19 ,6 ,12 ,3 ,32 ,32 ,,优
2021,10,17, 北京市 ,北京,15 ,41 ,2 ,31 ,0.38 ,46 ,21 ,41 ,10 ,39 ,2 ,23 ,41 ,,优
2021,10,18, 北京市 ,北京,33 ,66 ,3 ,39 ,0.51 ,42 ,47 ,58 ,13 ,49 ,3 ,21 ,58 ,颗粒物(PM10),良
2021,10,19, 北京市 ,北京,6 ,20 ,3 ,19 ,0.26 ,60 ,9 ,20 ,6 ,24 ,3 ,30 ,30 ,,优
2021,10,20, 北京市 ,北京,24 ,48 ,2 ,36 ,0.43 ,46 ,34 ,48 ,11 ,45 ,2 ,23 ,48 ,,优
2021,10,21, 北京市 ,北京,14 ,33 ,2 ,25 ,0.35 ,60 ,20 ,33 ,9 ,31 ,2 ,30 ,33 ,,优
2021,10,22, 北京市 ,北京,10 ,30 ,2 ,27 ,0.31 ,69 ,14 ,30 ,8 ,34 ,2 ,34 ,34 ,,优
2021,10,23, 北京市 ,北京,30 ,57 ,3 ,41 ,0.45 ,55 ,43 ,54 ,11 ,51 ,3 ,28 ,54 ,颗粒物(PM10),良
2021,10,24, 北京市 ,北京,69 ,82 ,4 ,50 ,0.68 ,65 ,92 ,66 ,17 ,62 ,4 ,32 ,92 ,细颗粒物(PM2.5),良
2021,10,25, 北京市 ,北京,117 ,107 ,3 ,56 ,0.91 ,75 ,153 ,78 ,23 ,70 ,3 ,38 ,153 ,细颗粒物(PM2.5),中度污染
2021,10,26, 北京市 ,北京,52 ,57 ,3 ,32 ,0.56 ,69 ,71 ,54 ,14 ,40 ,3 ,34 ,71 ,细颗粒物(PM2.5),良
2021,10,27, 北京市 ,北京,8 ,32 ,3 ,31 ,0.32 ,62 ,11 ,32 ,8 ,39 ,3 ,31 ,39 ,,优
2021,10,28, 北京市 ,北京,19 ,52 ,3 ,39 ,0.50 ,43 ,27 ,51 ,12 ,49 ,3 ,22 ,51 ,颗粒物(PM10),良
2021,10,29, 北京市 ,北京,67 ,92 ,5 ,59 ,0.82 ,47 ,90 ,71 ,20 ,74 ,5 ,24 ,90 ,细颗粒物(PM2.5),良
2021,10,30, 北京市 ,北京,92 ,95 ,3 ,53 ,0.87 ,67 ,121 ,72 ,22 ,66 ,3 ,34 ,121 ,细颗粒物(PM2.5),轻度污染
2021,10,31, 北京市 ,北京,22 ,55 ,3 ,20 ,0.38 ,62 ,31 ,52 ,10 ,25 ,3 ,31 ,52 ,颗粒物(PM10),良
2021,11,1, 北京市 ,北京,57 ,72 ,3 ,42 ,0.83 ,27 ,78 ,61 ,21 ,52 ,3 ,14 ,78 ,细颗粒物(PM2.5),良
2021,11,2, 北京市 ,北京,68 ,76 ,2 ,51 ,0.76 ,19 ,91 ,63 ,19 ,64 ,2 ,10 ,91 ,细颗粒物(PM2.5),良
2021,11,3, 北京市 ,北京,95 ,86 ,2 ,50 ,0.83 ,32 ,125 ,68 ,21 ,62 ,2 ,16 ,125 ,细颗粒物(PM2.5),轻度污染
2021,11,4, 北京市 ,北京,125 ,103 ,2 ,50 ,0.94 ,33 ,164 ,76 ,24 ,62 ,2 ,16 ,164 ,细颗粒物(PM2.5),中度污染
2021,11,5, 北京市 ,北京,145 ,112 ,2 ,49 ,1.13 ,31 ,193 ,81 ,28 ,61 ,2 ,16 ,193 ,细颗粒物(PM2.5),中度污染
2021,11,6, 北京市 ,北京,80 ,73 ,3 ,30 ,1.02 ,42 ,106 ,62 ,26 ,38 ,3 ,21 ,106 ,细颗粒物(PM2.5),轻度污染
