地区,NO₂,SO₂,CO,O₃,PM₁₀,PM₂.₅,质量指数,状况,主要污染物,时间
合肥市,40,5,0.677,27,83,53,73,良,细颗粒物(PM2.5),2023-11-26 00:00:00
合肥市,42,7,0.642,66,59,23,55,良,颗粒物(PM10),2023-11-25 00:00:00
合肥市,26,6,0.415,57,54,13,52,良,颗粒物(PM10),2023-11-24 00:00:00
合肥市,45,9,0.652,71,138,52,94,良,颗粒物(PM10),2023-11-23 00:00:00
合肥市,64,8,0.738,71,74,34,80,良,二氧化氮,2023-11-22 00:00:00
合肥市,50,8,0.579,93,82,40,66,良,颗粒物(PM10),2023-11-21 00:00:00
合肥市,65,10,0.759,92,101,44,82,良,二氧化氮,2023-11-20 00:00:00
合肥市,60,7,0.584,68,81,105,138,轻度污染,细颗粒物(PM2.5),2023-11-19 00:00:00
合肥市,50,8,0.527,60,76,41,63,良,"二氧化氮,颗粒物(PM10)",2023-11-18 00:00:00
合肥市,35,6,0.381,61,111,24,81,良,颗粒物(PM10),2023-11-17 00:00:00
合肥市,29,6,0.434,54,149,40,100,良,颗粒物(PM10),2023-11-16 00:00:00
合肥市,60,11,0.813,59,88,52,75,良,二氧化氮,2023-11-15 00:00:00
合肥市,58,8,0.664,53,70,39,73,良,二氧化氮,2023-11-14 00:00:00
合肥市,37,9,0.548,56,57,34,54,良,颗粒物(PM10),2023-11-13 00:00:00
合肥市,30,6,0.649,44,70,52,72,良,细颗粒物(PM2.5),2023-11-12 00:00:00
合肥市,23,6,0.468,49,31,16,31,优,—,2023-11-11 00:00:00
合肥市,22,6,0.479,64,41,20,41,优,—,2023-11-10 00:00:00
合肥市,32,6,0.667,59,65,41,58,良,"颗粒物(PM10),细颗粒物(PM2.5)",2023-11-09 00:00:00
合肥市,43,8,0.640,80,67,32,59,良,颗粒物(PM10),2023-11-08 00:00:00
合肥市,44,9,0.596,76,54,20,55,良,二氧化氮,2023-11-07 00:00:00
合肥市,28,6,0.464,63,46,11,46,优,—,2023-11-06 00:00:00
合肥市,30,6,0.842,65,85,54,74,良,细颗粒物(PM2.5),2023-11-05 00:00:00
合肥市,32,6,0.827,101,133,72,97,良,细颗粒物(PM2.5),2023-11-04 00:00:00
合肥市,53,8,0.733,137,88,45,81,良,臭氧8小时,2023-11-03 00:00:00
合肥市,34,8,0.562,133,57,28,78,良,臭氧8小时,2023-11-02 00:00:00
合肥市,37,7,0.605,138,73,41,82,良,臭氧8小时,2023-11-01 00:00:00
合肥市,41,8,0.792,148,94,54,90,良,臭氧8小时,2023-10-31 00:00:00
合肥市,65,9,0.837,162,112,61,102,轻度污染,臭氧8小时,2023-10-30 00:00:00
合肥市,65,11,0.730,132,88,43,82,良,二氧化氮,2023-10-29 00:00:00
合肥市,48,10,0.886,154,134,70,95,良,臭氧8小时,2023-10-28 00:00:00
合肥市,61,9,1.140,125,158,90,119,轻度污染,细颗粒物(PM2.5),2023-10-27 00:00:00
合肥市,86,10,1.208,130,130,71,103,轻度污染,二氧化氮,2023-10-26 00:00:00
合肥市,83,11,1.061,96,104,53,102,轻度污染,二氧化氮,2023-10-25 00:00:00
合肥市,63,7,0.664,111,72,38,79,良,二氧化氮,2023-10-24 00:00:00
合肥市,63,8,0.714,138,77,38,82,良,臭氧8小时,2023-10-23 00:00:00
合肥市,66,9,0.637,111,75,36,83,良,二氧化氮,2023-10-22 00:00:00
合肥市,52,8,0.443,83,54,24,65,良,二氧化氮,2023-10-21 00:00:00
合肥市,26,6,0.415,79,42,23,42,优,—,2023-10-20 00:00:00
合肥市,48,8,0.755,147,124,71,95,良,细颗粒物(PM2.5),2023-10-19 00:00:00
合肥市,53,8,0.718,157,88,47,98,良,臭氧8小时,2023-10-18 00:00:00
合肥市,48,9,0.645,144,79,41,87,良,臭氧8小时,2023-10-17 00:00:00
合肥市,54,7,0.642,148,77,37,90,良,臭氧8小时,2023-10-16 00:00:00
合肥市,47,6,0.604,119,65,33,66,良,臭氧8小时,2023-10-15 00:00:00
合肥市,48,6,0.649,134,71,38,79,良,臭氧8小时,2023-10-14 00:00:00
合肥市,41,7,0.552,112,52,26,60,良,臭氧8小时,2023-10-13 00:00:00
合肥市,38,7,0.637,121,55,31,68,良,臭氧8小时,2023-10-12 00:00:00
合肥市,45,6,0.732,110,64,35,59,良,臭氧8小时,2023-10-11 00:00:00
合肥市,59,7,0.817,60,88,44,74,良,二氧化氮,2023-10-10 00:00:00
合肥市,42,6,0.681,91,47,24,53,良,二氧化氮,2023-10-09 00:00:00
合肥市,30,6,0.562,68,33,17,38,优,—,2023-10-08 00:00:00
合肥市,19,5,0.433,70,17,9,35,优,—,2023-10-07 00:00:00
合肥市,19,6,0.491,79,38,12,40,优,—,2023-10-06 00:00:00
合肥市,17,6,0.551,101,59,28,55,良,颗粒物(PM10),2023-10-05 00:00:00
合肥市,19,6,0.583,88,36,19,44,优,—,2023-10-04 00:00:00
合肥市,18,5,0.581,74,23,15,37,优,—,2023-10-03 00:00:00
合肥市,20,6,0.589,97,30,13,49,优,—,2023-10-02 00:00:00
合肥市,21,6,0.699,144,56,30,87,良,臭氧8小时,2023-10-01 00:00:00
合肥市,18,5,0.757,106,33,22,55,良,臭氧8小时,2023-09-30 00:00:00
合肥市,21,6,0.859,119,67,45,66,良,臭氧8小时,2023-09-29 00:00:00
合肥市,26,6,0.806,93,70,44,62,良,细颗粒物(PM2.5),2023-09-28 00:00:00
合肥市,24,5,0.764,101,67,41,59,良,颗粒物(PM10),2023-09-27 00:00:00
合肥市,24,5,0.706,60,54,30,52,良,颗粒物(PM10),2023-09-26 00:00:00
合肥市,20,5,0.662,50,44,28,44,优,—,2023-09-25 00:00:00
合肥市,25,5,0.694,65,42,26,42,优,—,2023-09-24 00:00:00
合肥市,22,5,0.530,63,21,15,32,优,—,2023-09-23 00:00:00
合肥市,23,6,0.533,69,27,14,35,优,—,2023-09-22 00:00:00
合肥市,21,5,0.444,70,22,11,35,优,—,2023-09-21 00:00:00
合肥市,16,5,0.532,80,18,12,40,优,—,2023-09-20 00:00:00
合肥市,27,7,0.805,94,55,34,53,良,颗粒物(PM10),2023-09-19 00:00:00
合肥市,24,7,0.683,122,47,26,69,良,臭氧8小时,2023-09-18 00:00:00
合肥市,27,6,0.687,128,45,26,74,良,臭氧8小时,2023-09-17 00:00:00
合肥市,28,6,0.611,130,44,26,75,良,臭氧8小时,2023-09-16 00:00:00
合肥市,21,6,0.490,81,31,14,41,优,—,2023-09-15 00:00:00
合肥市,15,5,0.414,91,23,11,46,优,—,2023-09-14 00:00:00
合肥市,13,5,0.426,87,14,8,44,优,—,2023-09-13 00:00:00
合肥市,15,5,0.479,128,29,20,74,良,臭氧8小时,2023-09-12 00:00:00
合肥市,28,8,0.715,189,64,36,127,轻度污染,臭氧8小时,2023-09-11 00:00:00
合肥市,28,9,0.625,178,60,31,117,轻度污染,臭氧8小时,2023-09-10 00:00:00
合肥市,26,9,0.639,176,56,30,115,轻度污染,臭氧8小时,2023-09-09 00:00:00
合肥市,23,6,0.640,148,53,31,90,良,臭氧8小时,2023-09-08 00:00:00
合肥市,20,6,0.513,116,36,20,64,良,臭氧8小时,2023-09-07 00:00:00
合肥市,17,6,0.474,84,31,18,42,优,—,2023-09-06 00:00:00
合肥市,17,6,0.503,83,33,19,42,优,—,2023-09-05 00:00:00
合肥市,19,6,0.533,98,40,21,49,优,—,2023-09-04 00:00:00
合肥市,23,7,0.640,132,55,32,77,良,臭氧8小时,2023-09-03 00:00:00
合肥市,23,7,0.615,151,48,27,93,良,臭氧8小时,2023-09-02 00:00:00
合肥市,25,9,0.543,133,39,18,78,良,臭氧8小时,2023-09-01 00:00:00
合肥市,21,7,0.557,122,39,23,69,良,臭氧8小时,2023-08-31 00:00:00
合肥市,18,6,0.586,117,43,25,65,良,臭氧8小时,2023-08-30 00:00:00
合肥市,16,6,0.553,105,36,21,55,良,臭氧8小时,2023-08-29 00:00:00
合肥市,13,5,0.529,76,19,12,38,优,—,2023-08-28 00:00:00
合肥市,15,6,0.592,144,31,20,87,良,臭氧8小时,2023-08-27 00:00:00
合肥市,21,7,0.696,167,54,29,107,轻度污染,臭氧8小时,2023-08-26 00:00:00
合肥市,26,8,0.642,186,58,30,124,轻度污染,臭氧8小时,2023-08-25 00:00:00
合肥市,25,7,0.604,180,61,30,119,轻度污染,臭氧8小时,2023-08-24 00:00:00
合肥市,23,6,0.533,155,54,27,96,良,臭氧8小时,2023-08-23 00:00:00
合肥市,15,6,0.560,141,32,20,85,良,臭氧8小时,2023-08-22 00:00:00
合肥市,20,6,0.556,129,39,21,75,良,臭氧8小时,2023-08-21 00:00:00
合肥市,18,7,0.538,141,39,23,85,良,臭氧8小时,2023-08-20 00:00:00
合肥市,19,6,0.652,147,40,25,90,良,臭氧8小时,2023-08-19 00:00:00
合肥市,21,7,0.715,156,40,25,97,良,臭氧8小时,2023-08-18 00:00:00
合肥市,31,6,0.659,142,45,28,85,良,臭氧8小时,2023-08-17 00:00:00
合肥市,35,6,0.679,150,43,26,92,良,臭氧8小时,2023-08-16 00:00:00
合肥市,25,6,0.603,129,35,23,75,良,臭氧8小时,2023-08-15 00:00:00
合肥市,16,6,0.594,117,35,24,65,良,臭氧8小时,2023-08-14 00:00:00
合肥市,20,6,0.557,127,42,24,73,良,臭氧8小时,2023-08-13 00:00:00
合肥市,25,6,0.599,151,55,30,93,良,臭氧8小时,2023-08-12 00:00:00
合肥市,27,6,0.598,173,65,35,112,轻度污染,臭氧8小时,2023-08-11 00:00:00
合肥市,19,7,0.626,172,52,30,111,轻度污染,臭氧8小时,2023-08-10 00:00:00
合肥市,14,7,0.511,129,37,21,75,良,臭氧8小时,2023-08-09 00:00:00
合肥市,12,6,0.478,120,31,17,67,良,臭氧8小时,2023-08-08 00:00:00
合肥市,13,6,0.523,107,31,19,56,良,臭氧8小时,2023-08-07 01:00:00
合肥市,16,6,0.521,114,36,20,62,良,臭氧8小时,2023-08-06 01:00:00
合肥市,23,7,0.672,143,48,25,86,良,臭氧8小时,2023-08-05 01:00:00
合肥市,21,7,0.568,140,43,21,84,良,臭氧8小时,2023-08-04 01:00:00
合肥市,19,7,0.570,114,38,20,62,良,臭氧8小时,2023-08-03 01:00:00
合肥市,16,7,0.426,92,32,18,46,优,—,2023-08-02 01:00:00
合肥市,15,7,0.454,105,30,17,55,良,臭氧8小时,2023-08-01 01:00:00
合肥市,10,7,0.446,87,21,12,44,优,—,2023-07-31 01:00:00
合肥市,9,6,0.456,60,14,9,30,优,—,2023-07-30 01:00:00
合肥市,9,6,0.394,53,13,7,27,优,—,2023-07-29 01:00:00
合肥市,12,6,0.384,61,18,9,31,优,—,2023-07-28 01:00:00
合肥市,14,6,0.414,92,29,13,46,优,—,2023-07-27 01:00:00
合肥市,21,7,0.554,128,39,24,74,良,臭氧8小时,2023-07-26 01:00:00
合肥市,24,7,0.535,119,43,22,66,良,臭氧8小时,2023-07-25 01:00:00
合肥市,18,5,0.446,105,34,17,55,良,臭氧8小时,2023-07-24 01:00:00
合肥市,11,5,0.426,96,23,12,48,优,—,2023-07-23 01:00:00
合肥市,13,5,0.426,74,17,8,37,优,—,2023-07-22 01:00:00
合肥市,16,5,0.439,78,19,10,39,优,—,2023-07-21 01:00:00
合肥市,18,5,0.468,86,19,11,43,优,—,2023-07-20 01:00:00
合肥市,18,6,0.556,109,25,16,58,良,臭氧8小时,2023-07-19 01:00:00
合肥市,19,6,0.489,84,32,19,42,优,—,2023-07-18 01:00:00
合肥市,19,6,0.504,75,27,15,38,优,—,2023-07-17 01:00:00
合肥市,25,6,0.565,98,62,27,56,良,颗粒物(PM10),2023-07-16 01:00:00
合肥市,20,6,0.461,102,59,20,55,良,颗粒物(PM10),2023-07-15 01:00:00
合肥市,14,6,0.439,110,33,16,59,良,臭氧8小时,2023-07-14 01:00:00
合肥市,16,7,0.464,128,44,25,74,良,臭氧8小时,2023-07-13 01:00:00
合肥市,13,7,0.397,126,42,24,72,良,臭氧8小时,2023-07-12 01:00:00
合肥市,12,7,0.344,126,39,22,72,良,臭氧8小时,2023-07-11 01:00:00
合肥市,12,6,0.316,112,32,15,60,良,臭氧8小时,2023-07-10 01:00:00
合肥市,14,6,0.326,88,24,11,44,优,—,2023-07-09 01:00:00
合肥市,13,6,0.342,89,21,11,45,优,—,2023-07-08 01:00:00
合肥市,18,5,0.400,74,23,16,37,优,—,2023-07-07 01:00:00
合肥市,19,7,0.429,109,42,21,58,良,臭氧8小时,2023-07-06 01:00:00
合肥市,15,9,0.456,144,33,13,87,良,臭氧8小时,2023-07-05 01:00:00
合肥市,14,6,0.445,88,22,10,44,优,—,2023-07-04 01:00:00
合肥市,11,6,0.425,93,29,16,47,优,—,2023-07-03 01:00:00
合肥市,13,6,0.590,113,37,25,61,良,臭氧8小时,2023-07-02 01:00:00
合肥市,19,6,0.605,129,36,24,75,良,臭氧8小时,2023-07-01 01:00:00
合肥市,20,6,0.545,100,26,16,50,优,—,2023-06-30 01:00:00
合肥市,13,7,0.452,84,29,14,42,优,—,2023-06-29 01:00:00
合肥市,9,6,0.393,89,40,13,45,优,—,2023-06-28 01:00:00
合肥市,11,7,0.479,103,30,16,53,良,臭氧8小时,2023-06-27 01:00:00
合肥市,15,6,0.508,102,25,14,52,良,臭氧8小时,2023-06-26 01:00:00
合肥市,17,6,0.629,85,25,17,43,优,—,2023-06-25 01:00:00
合肥市,17,6,0.563,97,23,14,49,优,—,2023-06-24 01:00:00
合肥市,25,8,0.609,125,49,27,71,良,臭氧8小时,2023-06-23 01:00:00
合肥市,30,9,0.751,151,56,31,93,良,臭氧8小时,2023-06-22 01:00:00
合肥市,34,7,0.725,162,52,29,102,轻度污染,臭氧8小时,2023-06-21 01:00:00
合肥市,21,6,0.661,131,32,19,76,良,臭氧8小时,2023-06-20 01:00:00
合肥市,16,6,0.615,75,20,13,38,优,—,2023-06-19 01:00:00
合肥市,22,6,0.667,70,17,13,35,优,—,2023-06-18 01:00:00
合肥市,20,8,0.588,151,47,29,93,良,臭氧8小时,2023-06-17 01:00:00
合肥市,22,10,0.624,192,64,34,130,轻度污染,臭氧8小时,2023-06-16 01:00:00
合肥市,23,7,0.551,194,61,31,131,轻度污染,臭氧8小时,2023-06-15 01:00:00
合肥市,22,7,0.534,187,50,27,125,轻度污染,臭氧8小时,2023-06-14 01:00:00
合肥市,28,9,0.741,187,67,34,125,轻度污染,臭氧8小时,2023-06-13 01:00:00
合肥市,22,9,0.628,186,51,25,124,轻度污染,臭氧8小时,2023-06-12 01:00:00
合肥市,19,8,0.608,196,53,26,133,轻度污染,臭氧8小时,2023-06-11 01:00:00
合肥市,18,7,0.560,160,61,29,100,良,臭氧8小时,2023-06-10 01:00:00
合肥市,26,7,0.596,168,65,28,108,轻度污染,臭氧8小时,2023-06-09 01:00:00
合肥市,25,6,0.607,143,46,23,86,良,臭氧8小时,2023-06-08 01:00:00
合肥市,22,6,0.595,149,44,25,91,良,臭氧8小时,2023-06-07 01:00:00
合肥市,21,6,0.535,161,40,23,101,轻度污染,臭氧8小时,2023-06-06 01:00:00
合肥市,18,5,0.479,80,24,17,40,优,—,2023-06-05 01:00:00
合肥市,20,6,0.536,129,65,30,75,良,臭氧8小时,2023-06-04 01:00:00
合肥市,31,8,0.563,161,99,35,101,轻度污染,臭氧8小时,2023-06-03 01:00:00
合肥市,32,8,0.615,174,98,34,113,轻度污染,臭氧8小时,2023-06-02 01:00:00
合肥市,38,6,0.638,148,69,35,90,良,臭氧8小时,2023-06-01 01:00:00
合肥市,23,6,0.536,103,47,26,53,良,臭氧8小时,2023-05-31 01:00:00
合肥市,17,5,0.516,46,30,19,30,优,—,2023-05-30 01:00:00
合肥市,16,5,0.803,56,45,29,45,优,—,2023-05-29 01:00:00
合肥市,16,6,0.626,98,30,18,49,优,—,2023-05-28 01:00:00
合肥市,14,5,0.575,77,21,11,39,优,—,2023-05-27 01:00:00
合肥市,27,6,0.803,94,58,39,55,良,细颗粒物(PM2.5),2023-05-26 01:00:00
合肥市,23,6,0.630,130,58,32,75,良,臭氧8小时,2023-05-25 01:00:00
合肥市,21,6,0.488,117,51,28,65,良,臭氧8小时,2023-05-24 01:00:00
合肥市,27,7,0.530,133,89,36,78,良,臭氧8小时,2023-05-23 01:00:00
合肥市,20,6,0.491,101,182,69,116,轻度污染,颗粒物(PM10),2023-05-22 01:00:00
合肥市,26,8,0.743,153,103,57,95,良,臭氧8小时,2023-05-21 01:00:00
合肥市,26,9,0.672,164,73,40,104,轻度污染,臭氧8小时,2023-05-20 01:00:00
合肥市,21,8,0.557,135,42,20,80,良,臭氧8小时,2023-05-19 01:00:00
合肥市,15,5,0.591,114,39,24,62,良,臭氧8小时,2023-05-18 01:00:00
合肥市,23,5,0.639,98,35,25,49,优,—,2023-05-17 01:00:00
合肥市,17,8,0.545,135,61,33,80,良,臭氧8小时,2023-05-16 01:00:00
合肥市,22,8,0.639,157,79,43,98,良,臭氧8小时,2023-05-15 01:00:00
合肥市,29,7,0.624,153,79,40,95,良,臭氧8小时,2023-05-14 01:00:00
合肥市,39,6,0.644,151,81,42,93,良,臭氧8小时,2023-05-13 01:00:00
合肥市,35,6,0.542,170,62,39,110,轻度污染,臭氧8小时,2023-05-12 01:00:00
合肥市,36,5,0.614,135,80,48,80,良,臭氧8小时,2023-05-11 01:00:00
合肥市,41,7,0.616,135,63,32,80,良,臭氧8小时,2023-05-10 01:00:00
合肥市,35,7,0.539,141,50,26,85,良,臭氧8小时,2023-05-09 01:00:00
合肥市,28,6,0.431,124,41,20,70,良,臭氧8小时,2023-05-08 01:00:00
合肥市,18,6,0.437,119,47,22,66,良,臭氧8小时,2023-05-07 01:00:00
合肥市,18,5,0.499,93,56,26,53,良,颗粒物(PM10),2023-05-06 01:00:00
合肥市,12,5,0.565,51,31,19,31,优,—,2023-05-05 01:00:00
合肥市,18,7,0.589,70,47,22,47,优,—,2023-05-04 01:00:00
合肥市,26,7,0.690,94,44,29,47,优,—,2023-05-03 01:00:00
合肥市,26,9,0.508,124,73,30,70,良,臭氧8小时,2023-05-02 01:00:00
合肥市,36,7,0.458,137,107,35,81,良,臭氧8小时,2023-05-01 01:00:00
合肥市,38,6,0.391,120,128,41,89,良,颗粒物(PM10),2023-04-30 01:00:00
合肥市,27,6,0.353,97,189,43,120,轻度污染,颗粒物(PM10),2023-04-29 01:00:00
合肥市,27,6,0.353,97,189,43,120,轻度污染,颗粒物(PM10),2023-04-29 01:00:00
合肥市,27,7,0.608,87,52,26,51,良,颗粒物(PM10),2023-04-28 01:00:00
合肥市,27,8,0.618,119,59,30,66,良,臭氧8小时,2023-04-27 01:00:00
合肥市,28,6,0.617,121,52,26,68,良,臭氧8小时,2023-04-26 01:00:00
合肥市,32,6,0.546,80,53,25,52,良,颗粒物(PM10),2023-04-25 01:00:00
合肥市,23,5,0.492,86,45,18,45,优,—,2023-04-24 01:00:00
合肥市,17,4,0.473,81,42,19,42,优,—,2023-04-23 01:00:00
合肥市,21,6,0.449,88,78,19,64,良,颗粒物(PM10),2023-04-22 01:00:00
合肥市,16,5,0.507,117,72,23,65,良,臭氧8小时,2023-04-21 01:00:00
合肥市,26,7,0.779,137,71,36,81,良,臭氧8小时,2023-04-20 01:00:00
合肥市,25,6,0.832,131,90,47,76,良,臭氧8小时,2023-04-19 01:00:00
合肥市,30,7,0.686,150,82,32,92,良,臭氧8小时,2023-04-18 01:00:00
合肥市,19,9,0.680,136,130,39,90,良,颗粒物(PM10),2023-04-17 01:00:00
合肥市,34,8,0.684,155,148,45,99,良,颗粒物(PM10),2023-04-16 01:00:00
合肥市,27,7,0.718,129,169,54,110,轻度污染,颗粒物(PM10),2023-04-15 01:00:00
合肥市,25,6,0.802,121,93,49,72,良,颗粒物(PM10),2023-04-14 01:00:00
合肥市,24,8,0.615,98,161,48,106,轻度污染,颗粒物(PM10),2023-04-13 01:00:00
合肥市,23,9,0.486,100,548,96,448,严重污染,颗粒物(PM10),2023-04-12 01:00:00
合肥市,30,8,0.593,145,365,74,222,重度污染,颗粒物(PM10),2023-04-11 01:00:00
合肥市,23,8,0.529,142,80,31,85,良,臭氧8小时,2023-04-10 01:00:00
合肥市,30,7,0.494,134,70,29,79,良,臭氧8小时,2023-04-09 01:00:00
合肥市,41,7,0.454,119,65,28,66,良,臭氧8小时,2023-04-08 01:00:00
合肥市,31,6,0.503,106,77,32,64,良,颗粒物(PM10),2023-04-07 01:00:00
合肥市,33,5,0.558,65,58,28,54,良,颗粒物(PM10),2023-04-06 01:00:00
合肥市,19,5,0.523,83,26,17,42,优,—,2023-04-05 01:00:00
合肥市,16,5,0.565,67,30,21,34,优,—,2023-04-04 01:00:00
合肥市,23,6,0.545,118,40,24,65,良,臭氧8小时,2023-04-03 01:00:00
合肥市,32,9,0.667,149,79,40,91,良,臭氧8小时,2023-04-02 01:00:00
合肥市,40,8,0.651,129,76,42,75,良,臭氧8小时,2023-04-01 01:00:00
合肥市,36,7,0.611,98,68,36,59,良,颗粒物(PM10),2023-03-31 01:00:00
合肥市,28,6,0.562,100,58,32,54,良,颗粒物(PM10),2023-03-30 01:00:00
合肥市,42,11,0.651,106,91,39,71,良,颗粒物(PM10),2023-03-29 01:00:00
合肥市,52,10,0.654,115,128,45,89,良,颗粒物(PM10),2023-03-28 01:00:00
合肥市,62,12,0.741,122,164,54,107,轻度污染,颗粒物(PM10),2023-03-27 01:00:00
合肥市,50,8,0.638,100,135,38,93,良,颗粒物(PM10),2023-03-26 01:00:00
合肥市,37,7,0.580,69,73,20,62,良,颗粒物(PM10),2023-03-25 01:00:00
合肥市,24,7,0.475,72,159,29,105,轻度污染,颗粒物(PM10),2023-03-24 01:00:00
合肥市,23,7,0.839,72,253,71,152,中度污染,颗粒物(PM10),2023-03-23 01:00:00
合肥市,31,8,0.917,27,36,24,39,优,—,2023-03-22 01:00:00
合肥市,46,6,1.066,28,71,51,70,良,细颗粒物(PM2.5),2023-03-21 01:00:00
合肥市,33,8,0.713,72,88,55,75,良,细颗粒物(PM2.5),2023-03-20 01:00:00
合肥市,32,7,0.600,98,68,40,59,良,颗粒物(PM10),2023-03-19 01:00:00
合肥市,25,6,0.483,70,46,26,46,优,—,2023-03-18 01:00:00
合肥市,16,5,0.458,68,20,10,34,优,—,2023-03-17 01:00:00
合肥市,20,7,0.520,85,156,21,103,轻度污染,颗粒物(PM10),2023-03-16 01:00:00
合肥市,42,8,0.733,130,226,43,138,轻度污染,颗粒物(PM10),2023-03-15 01:00:00
合肥市,27,9,0.620,134,103,28,79,良,臭氧8小时,2023-03-14 01:00:00
合肥市,29,8,0.482,100,90,16,70,良,颗粒物(PM10),2023-03-13 01:00:00
合肥市,21,8,0.548,85,166,26,108,轻度污染,颗粒物(PM10),2023-03-12 01:00:00
合肥市,47,7,0.651,76,100,31,75,良,颗粒物(PM10),2023-03-11 01:00:00
合肥市,32,6,0.787,117,82,43,66,良,颗粒物(PM10),2023-03-10 01:00:00
合肥市,39,6,0.941,129,97,57,78,良,细颗粒物(PM2.5),2023-03-09 01:00:00
合肥市,59,9,0.951,113,106,55,78,良,颗粒物(PM10),2023-03-08 01:00:00
合肥市,57,10,0.799,118,87,39,72,良,二氧化氮,2023-03-07 01:00:00
合肥市,41,8,0.684,125,85,36,71,良,臭氧8小时,2023-03-06 01:00:00
合肥市,57,8,0.796,123,113,54,82,良,颗粒物(PM10),2023-03-05 01:00:00
合肥市,55,8,0.854,124,117,59,84,良,颗粒物(PM10),2023-03-04 01:00:00
合肥市,53,11,0.813,112,101,49,76,良,颗粒物(PM10),2023-03-03 01:00:00
合肥市,58,12,0.943,122,120,67,90,良,细颗粒物(PM2.5),2023-03-02 01:00:00
合肥市,58,11,0.930,127,118,71,95,良,细颗粒物(PM2.5),2023-03-01 01:00:00
合肥市,55,8,0.900,64,98,54,74,良,"颗粒物(PM10),细颗粒物(PM2.5)",2023-02-28 01:00:00
合肥市,34,6,0.711,68,51,38,54,良,细颗粒物(PM2.5),2023-02-24 01:00:00
合肥市,44,6,0.812,25,63,39,57,良,颗粒物(PM10),2023-02-23 01:00:00
合肥市,37,7,0.689,49,63,29,57,良,颗粒物(PM10),2023-02-22 01:00:00
合肥市,28,7,0.593,74,59,27,55,良,颗粒物(PM10),2023-02-21 01:00:00
合肥市,48,9,0.751,107,104,56,77,良,"颗粒物(PM10),细颗粒物(PM2.5)",2023-02-20 01:00:00
合肥市,42,8,0.836,88,127,78,104,轻度污染,细颗粒物(PM2.5),2023-02-19 01:00:00
合肥市,50,8,0.996,37,109,71,95,良,细颗粒物(PM2.5),2023-02-18 01:00:00
合肥市,53,9,0.860,60,102,67,90,良,细颗粒物(PM2.5),2023-02-17 01:00:00
合肥市,52,10,0.756,74,92,59,80,良,细颗粒物(PM2.5),2023-02-16 01:00:00
合肥市,48,9,0.642,79,62,34,60,良,二氧化氮,2023-02-15 01:00:00
合肥市,23,7,0.484,78,40,23,40,优,—,2023-02-14 01:00:00
合肥市,22,6,0.712,81,33,21,41,优,—,2023-02-13 01:00:00
合肥市,26,6,0.707,65,15,12,33,优,—,2023-02-12 01:00:00
合肥市,35,6,0.743,37,50,40,57,良,细颗粒物(PM2.5),2023-02-11 01:00:00
合肥市,23,5,0.512,47,39,29,42,优,—,2023-02-10 01:00:00
合肥市,27,5,0.674,47,35,26,38,优,—,2023-02-09 01:00:00
合肥市,31,6,0.846,62,94,66,89,良,细颗粒物(PM2.5),2023-02-08 01:00:00
合肥市,27,5,0.735,38,50,38,54,良,细颗粒物(PM2.5),2023-02-07 01:00:00
合肥市,31,6,0.840,40,93,76,102,轻度污染,细颗粒物(PM2.5),2023-02-06 01:00:00
合肥市,32,7,0.731,63,87,62,84,良,细颗粒物(PM2.5),2023-02-05 01:00:00
合肥市,46,8,0.824,87,107,64,87,良,细颗粒物(PM2.5),2023-02-04 01:00:00
合肥市,36,7,0.593,65,76,40,63,良,颗粒物(PM10),2023-02-03 01:00:00
合肥市,19,6,0.423,67,40,13,40,优,—,2023-02-02 01:00:00
合肥市,38,9,0.776,90,118,55,84,良,颗粒物(PM10),2023-02-01 01:00:00
合肥市,49,9,0.791,89,75,45,63,良,"颗粒物(PM10),细颗粒物(PM2.5)",2023-01-31 01:00:00
合肥市,33,8,0.717,103,86,50,69,良,细颗粒物(PM2.5),2023-01-30 01:00:00
合肥市,43,7,0.646,86,77,39,64,良,颗粒物(PM10),2023-01-29 01:00:00
合肥市,34,7,0.593,81,94,41,72,良,颗粒物(PM10),2023-01-28 01:00:00
合肥市,24,8,0.688,79,123,63,87,良,颗粒物(PM10),2023-01-27 01:00:00
合肥市,24,8,0.688,79,123,63,87,良,颗粒物(PM10),2023-01-27 01:00:00
合肥市,21,7,0.650,76,78,50,69,良,细颗粒物(PM2.5),2023-01-26 01:00:00
合肥市,12,7,0.577,76,54,27,52,良,颗粒物(PM10),2023-01-25 01:00:00
合肥市,9,6,0.585,66,67,36,59,良,颗粒物(PM10),2023-01-24 01:00:00
合肥市,12,6,0.648,69,56,39,55,良,细颗粒物(PM2.5),2023-01-23 01:00:00
合肥市,12,6,0.573,80,67,46,64,良,细颗粒物(PM2.5),2023-01-22 01:00:00
合肥市,12,6,0.573,80,67,46,64,良,细颗粒物(PM2.5),2023-01-22 01:00:00
合肥市,18,8,0.728,91,126,58,88,良,颗粒物(PM10),2023-01-21 01:00:00
合肥市,25,8,0.700,89,149,60,100,良,颗粒物(PM10),2023-01-20 01:00:00
合肥市,25,8,0.700,89,149,60,100,良,颗粒物(PM10),2023-01-20 01:00:00
合肥市,39,7,0.705,78,104,48,77,良,颗粒物(PM10),2023-01-19 01:00:00
合肥市,30,7,0.635,76,128,42,89,良,颗粒物(PM10),2023-01-18 01:00:00
