地区,NO₂,SO₂,CO,O₃,PM₁₀,PM₂.₅,质量指数,状况,主要污染物,时间
合肥市,13,5,0.408,57,29,13,29,优,—,2025-10-20 00:00:00
合肥市,14,5,0.465,52,25,13,26,优,—,2025-10-19 00:00:00
合肥市,11,5,0.503,63,15,9,32,优,—,2025-10-18 00:00:00
合肥市,17,7,0.729,78,27,13,39,优,—,2025-10-17 00:00:00
合肥市,22,6,0.834,33,32,22,32,优,—,2025-10-16 00:00:00
合肥市,25,6,0.849,39,44,27,44,优,—,2025-10-15 00:00:00
合肥市,22,6,0.697,45,34,22,34,优,—,2025-10-14 00:00:00
合肥市,20,6,0.675,26,21,12,25,优,—,2025-10-13 00:00:00
合肥市,26,6,0.840,36,65,41,58,良,"颗粒物(PM10),细颗粒物(PM2.5)",2025-10-12 00:00:00
合肥市,21,6,0.807,37,58,35,54,良,颗粒物(PM10),2025-10-11 00:00:00
合肥市,23,7,0.782,97,70,39,60,良,颗粒物(PM10),2025-10-10 00:00:00
合肥市,19,8,0.786,132,42,24,77,良,臭氧8小时,2025-10-09 00:00:00
合肥市,16,7,0.894,129,46,29,75,良,臭氧8小时,2025-10-08 00:00:00
合肥市,13,7,0.884,102,53,35,52,良,"颗粒物(PM10),臭氧8小时",2025-10-07 00:00:00
合肥市,17,7,0.887,116,55,39,64,良,臭氧8小时,2025-10-06 00:00:00
合肥市,32,7,0.994,126,55,37,72,良,臭氧8小时,2025-10-05 00:00:00
合肥市,18,6,0.769,101,36,22,51,良,臭氧8小时,2025-10-04 00:00:00
合肥市,10,7,0.565,69,17,10,35,优,—,2025-10-03 00:00:00
合肥市,13,7,0.807,80,31,20,40,优,—,2025-10-02 00:00:00
合肥市,22,7,0.817,94,33,20,47,优,—,2025-10-01 00:00:00
合肥市,20,6,0.762,72,21,13,36,优,—,2025-09-30 00:00:00
合肥市,18,6,0.792,74,35,24,37,优,—,2025-09-29 00:00:00
合肥市,19,7,0.758,67,29,16,34,优,—,2025-09-28 00:00:00
合肥市,20,7,0.726,79,30,17,40,优,—,2025-09-27 00:00:00
合肥市,14,6,0.620,49,20,12,25,优,—,2025-09-26 00:00:00
合肥市,17,6,0.730,44,10,6,22,优,—,2025-09-25 00:00:00
合肥市,17,7,0.753,38,8,6,22,优,—,2025-09-24 00:00:00
合肥市,17,7,0.743,82,51,29,51,良,颗粒物(PM10),2025-09-23 00:00:00
合肥市,20,7,0.701,115,37,17,63,良,臭氧8小时,2025-09-22 00:00:00
合肥市,22,7,0.698,122,43,23,69,良,臭氧8小时,2025-09-21 00:00:00
合肥市,14,6,0.535,69,22,12,35,优,—,2025-09-20 00:00:00
合肥市,19,7,0.620,73,30,13,37,优,—,2025-09-19 00:00:00
合肥市,13,6,0.510,73,22,9,37,优,—,2025-09-18 00:00:00
合肥市,14,6,0.609,84,24,13,42,优,—,2025-09-17 00:00:00
合肥市,16,7,0.669,119,37,22,66,良,臭氧8小时,2025-09-16 00:00:00
合肥市,16,7,0.692,111,25,12,60,良,臭氧8小时,2025-09-15 00:00:00
合肥市,19,6,0.639,78,23,12,39,优,—,2025-09-14 00:00:00
合肥市,16,6,0.604,76,19,11,38,优,—,2025-09-13 00:00:00
合肥市,13,7,0.626,103,24,14,53,良,臭氧8小时,2025-09-12 00:00:00
合肥市,18,7,0.669,123,36,18,70,良,臭氧8小时,2025-09-11 00:00:00
合肥市,18,7,0.705,89,28,14,45,优,—,2025-09-10 00:00:00
合肥市,16,6,0.589,81,24,11,41,优,—,2025-09-09 00:00:00
合肥市,15,6,0.733,123,42,24,70,良,臭氧8小时,2025-09-08 00:00:00
合肥市,17,6,0.789,170,48,31,110,轻度污染,臭氧8小时,2025-09-07 00:00:00
合肥市,14,6,0.726,86,38,26,43,优,—,2025-09-06 00:00:00
合肥市,23,7,0.789,153,42,26,95,良,臭氧8小时,2025-09-05 00:00:00
合肥市,19,8,0.762,156,36,23,97,良,臭氧8小时,2025-09-04 00:00:00
合肥市,20,7,0.725,126,29,18,72,良,臭氧8小时,2025-09-03 00:00:00
合肥市,21,6,0.678,117,28,16,65,良,臭氧8小时,2025-09-02 00:00:00
合肥市,16,6,0.680,79,18,14,40,优,—,2025-09-01 00:00:00
合肥市,9,6,0.497,80,11,6,40,优,—,2025-08-31 00:00:00
合肥市,11,6,0.493,97,18,9,49,优,—,2025-08-30 00:00:00
合肥市,30,7,0.592,114,34,17,62,良,臭氧8小时,2025-08-29 00:00:00
合肥市,20,8,0.607,131,38,22,76,良,臭氧8小时,2025-08-28 00:00:00
合肥市,17,8,0.638,144,29,16,87,良,臭氧8小时,2025-08-27 00:00:00
合肥市,15,7,0.477,97,16,7,49,优,—,2025-08-26 00:00:00
合肥市,18,7,0.496,121,26,9,68,良,臭氧8小时,2025-08-25 00:00:00
合肥市,14,7,0.473,106,25,11,55,良,臭氧8小时,2025-08-24 00:00:00
合肥市,13,6,0.449,100,21,8,50,优,—,2025-08-23 00:00:00
合肥市,12,7,0.454,115,24,9,63,良,臭氧8小时,2025-08-22 00:00:00
合肥市,10,7,0.432,114,23,11,62,良,臭氧8小时,2025-08-21 00:00:00
合肥市,11,7,0.417,112,23,10,60,良,臭氧8小时,2025-08-20 00:00:00
合肥市,14,7,0.448,111,28,13,60,良,臭氧8小时,2025-08-19 00:00:00
合肥市,16,8,0.518,121,33,16,68,良,臭氧8小时,2025-08-18 00:00:00
合肥市,18,8,0.517,132,33,16,77,良,臭氧8小时,2025-08-17 00:00:00
合肥市,19,7,0.527,116,27,13,64,良,臭氧8小时,2025-08-16 00:00:00
合肥市,16,7,0.480,105,23,10,55,良,臭氧8小时,2025-08-15 00:00:00
合肥市,14,7,0.584,104,26,15,54,良,臭氧8小时,2025-08-14 00:00:00
合肥市,21,6,0.682,79,25,16,40,优,—,2025-08-13 00:00:00
合肥市,15,6,0.610,84,20,10,42,优,—,2025-08-12 00:00:00
合肥市,11,6,0.557,80,5,3,40,优,—,2025-08-11 00:00:00
合肥市,11,6,0.616,79,7,5,40,优,—,2025-08-10 00:00:00
合肥市,14,6,0.573,98,27,14,49,优,—,2025-08-09 00:00:00
合肥市,15,6,0.566,88,22,10,44,优,—,2025-08-08 00:00:00
合肥市,10,6,0.482,94,19,8,47,优,—,2025-08-07 00:00:00
合肥市,11,6,0.548,108,21,11,57,良,臭氧8小时,2025-08-06 00:00:00
合肥市,16,7,0.770,156,34,21,97,良,臭氧8小时,2025-08-05 00:00:00
合肥市,17,7,0.676,142,30,15,85,良,臭氧8小时,2025-08-04 00:00:00
合肥市,12,7,0.553,125,23,15,71,良,臭氧8小时,2025-08-03 00:00:00
合肥市,10,6,0.619,98,17,11,49,优,—,2025-08-02 00:00:00
合肥市,12,6,0.593,66,7,4,33,优,—,2025-08-01 00:00:00
合肥市,10,6,0.473,64,14,10,32,优,—,2025-07-31 00:00:00
合肥市,9,7,0.362,85,17,9,43,优,—,2025-07-30 00:00:00
合肥市,14,7,0.505,102,26,13,52,良,臭氧8小时,2025-07-29 00:00:00
合肥市,9,7,0.432,58,16,8,29,优,—,2025-07-28 00:00:00
合肥市,10,7,0.440,74,22,11,37,优,—,2025-07-27 00:00:00
合肥市,9,6,0.405,78,20,10,39,优,—,2025-07-26 00:00:00
合肥市,11,7,0.460,104,27,15,54,良,臭氧8小时,2025-07-25 00:00:00
合肥市,12,7,0.433,93,23,9,47,优,—,2025-07-24 00:00:00
合肥市,12,7,0.448,95,23,8,48,优,—,2025-07-23 00:00:00
合肥市,10,7,0.413,79,15,7,40,优,—,2025-07-22 00:00:00
合肥市,10,7,0.459,88,19,7,44,优,—,2025-07-21 00:00:00
合肥市,10,7,0.439,106,21,8,55,良,臭氧8小时,2025-07-20 00:00:00
合肥市,15,7,0.673,134,31,19,79,良,臭氧8小时,2025-07-19 00:00:00
合肥市,13,6,0.583,138,28,18,82,良,臭氧8小时,2025-07-18 00:00:00
合肥市,10,6,0.551,137,21,13,81,良,臭氧8小时,2025-07-17 00:00:00
合肥市,11,7,0.576,114,32,21,62,良,臭氧8小时,2025-07-16 00:00:00
合肥市,12,7,0.519,123,32,20,70,良,臭氧8小时,2025-07-15 00:00:00
合肥市,20,6,0.535,142,36,23,85,良,臭氧8小时,2025-07-14 00:00:00
合肥市,14,6,0.465,95,26,17,48,优,—,2025-07-13 00:00:00
合肥市,10,6,0.436,66,23,15,33,优,—,2025-07-12 00:00:00
合肥市,11,6,0.426,72,34,24,36,优,—,2025-07-11 00:00:00
合肥市,14,7,0.502,105,34,23,55,良,臭氧8小时,2025-07-10 00:00:00
合肥市,12,6,0.456,90,18,8,45,优,—,2025-07-09 00:00:00
合肥市,13,7,0.468,139,23,9,83,良,臭氧8小时,2025-07-08 00:00:00
合肥市,20,7,0.631,182,45,26,120,轻度污染,臭氧8小时,2025-07-07 00:00:00
合肥市,16,6,0.572,137,38,25,81,良,臭氧8小时,2025-07-06 00:00:00
合肥市,15,6,0.498,134,33,21,79,良,臭氧8小时,2025-07-05 00:00:00
合肥市,12,6,0.489,134,30,19,79,良,臭氧8小时,2025-07-04 00:00:00
合肥市,10,6,0.486,114,28,17,62,良,臭氧8小时,2025-07-03 00:00:00
合肥市,10,6,0.462,106,21,12,55,良,臭氧8小时,2025-07-02 00:00:00
合肥市,10,6,0.483,91,20,10,46,优,—,2025-07-01 00:00:00
合肥市,8,6,0.505,108,20,13,57,良,臭氧8小时,2025-06-30 00:00:00
合肥市,9,6,0.450,71,11,7,36,优,—,2025-06-29 00:00:00
合肥市,11,6,0.545,79,13,7,40,优,—,2025-06-28 00:00:00
合肥市,18,7,0.631,144,32,20,87,良,臭氧8小时,2025-06-25 00:00:00
合肥市,20,7,0.625,149,38,24,91,良,臭氧8小时,2025-06-24 00:00:00
合肥市,21,6,0.680,101,30,21,51,良,臭氧8小时,2025-06-23 00:00:00
合肥市,14,6,0.539,122,19,12,69,良,臭氧8小时,2025-06-22 00:00:00
合肥市,11,6,0.452,100,7,6,50,优,—,2025-06-21 00:00:00
合肥市,10,6,0.463,47,12,8,24,优,—,2025-06-20 00:00:00
合肥市,7,7,0.363,56,9,4,28,优,—,2025-06-19 00:00:00
合肥市,9,6,0.374,93,15,6,47,优,—,2025-06-18 00:00:00
合肥市,14,7,0.509,131,38,17,76,良,臭氧8小时,2025-06-17 00:00:00
合肥市,12,6,0.508,120,43,18,67,良,臭氧8小时,2025-06-16 00:00:00
合肥市,12,6,0.459,115,27,10,63,良,臭氧8小时,2025-06-15 00:00:00
合肥市,23,6,0.596,102,31,20,52,良,臭氧8小时,2025-06-14 00:00:00
合肥市,22,6,0.686,144,45,33,87,良,臭氧8小时,2025-06-13 00:00:00
合肥市,19,6,0.649,110,44,32,59,良,臭氧8小时,2025-06-12 00:00:00
合肥市,21,6,0.870,134,49,35,79,良,臭氧8小时,2025-06-11 00:00:00
合肥市,24,5,0.807,86,35,26,43,优,—,2025-06-10 00:00:00
合肥市,19,6,0.712,101,30,21,51,良,臭氧8小时,2025-06-09 00:00:00
合肥市,13,6,0.702,93,18,14,47,优,—,2025-06-08 00:00:00
合肥市,14,6,0.633,113,19,13,61,良,臭氧8小时,2025-06-07 00:00:00
合肥市,17,6,0.553,141,34,20,85,良,臭氧8小时,2025-06-06 00:00:00
合肥市,17,6,0.635,155,47,28,96,良,臭氧8小时,2025-06-05 00:00:00
合肥市,21,6,0.618,191,61,36,129,轻度污染,臭氧8小时,2025-06-04 00:00:00
合肥市,24,6,0.557,163,42,25,103,轻度污染,臭氧8小时,2025-06-03 00:00:00
合肥市,15,5,0.445,92,19,10,46,优,—,2025-06-02 00:00:00
合肥市,14,5,0.584,114,12,12,62,良,臭氧8小时,2025-06-01 00:00:00
合肥市,21,7,0.612,131,47,34,76,良,臭氧8小时,2025-05-31 00:00:00
合肥市,27,8,0.461,158,50,30,99,良,臭氧8小时,2025-05-30 00:00:00
合肥市,25,6,0.499,171,55,34,110,轻度污染,臭氧8小时,2025-05-29 00:00:00
合肥市,25,7,0.649,178,64,41,117,轻度污染,臭氧8小时,2025-05-28 00:00:00
合肥市,26,6,0.695,182,72,48,120,轻度污染,臭氧8小时,2025-05-27 00:00:00
合肥市,29,6,0.586,162,66,45,102,轻度污染,臭氧8小时,2025-05-26 00:00:00
合肥市,23,6,0.501,173,65,43,112,轻度污染,臭氧8小时,2025-05-25 00:00:00
合肥市,19,6,0.522,139,75,52,83,良,臭氧8小时,2025-05-24 00:00:00
合肥市,16,6,0.568,113,64,47,65,良,细颗粒物(PM2.5),2025-05-23 00:00:00
合肥市,18,6,0.578,152,45,28,94,良,臭氧8小时,2025-05-22 00:00:00
合肥市,12,6,0.444,120,26,14,67,良,臭氧8小时,2025-05-21 00:00:00
合肥市,14,6,0.546,115,44,31,63,良,臭氧8小时,2025-05-20 00:00:00
合肥市,18,7,0.653,149,89,50,91,良,臭氧8小时,2025-05-19 00:00:00
合肥市,19,8,0.580,156,119,37,97,良,臭氧8小时,2025-05-18 00:00:00
合肥市,15,6,0.543,148,119,34,90,良,臭氧8小时,2025-05-17 00:00:00
合肥市,14,5,0.612,169,33,25,109,轻度污染,臭氧8小时,2025-05-16 00:00:00
合肥市,24,6,0.660,117,54,43,65,良,臭氧8小时,2025-05-15 00:00:00
合肥市,23,7,0.506,155,45,30,96,良,臭氧8小时,2025-05-14 00:00:00
合肥市,19,8,0.473,162,45,28,102,轻度污染,臭氧8小时,2025-05-13 00:00:00
合肥市,20,7,0.458,151,46,26,93,良,臭氧8小时,2025-05-12 00:00:00
合肥市,19,6,0.417,134,39,20,79,良,臭氧8小时,2025-05-11 00:00:00
合肥市,13,5,0.409,102,32,10,52,良,臭氧8小时,2025-05-10 00:00:00
合肥市,11,5,0.481,105,39,15,55,良,臭氧8小时,2025-05-09 00:00:00
合肥市,21,6,0.598,154,66,28,95,良,臭氧8小时,2025-05-08 00:00:00
合肥市,27,10,0.519,171,150,50,110,轻度污染,臭氧8小时,2025-05-07 00:00:00
合肥市,22,6,0.402,128,149,46,100,良,颗粒物(PM10),2025-05-06 00:00:00
合肥市,18,5,0.534,160,48,29,100,良,臭氧8小时,2025-05-05 00:00:00
合肥市,17,8,0.431,169,50,18,109,轻度污染,臭氧8小时,2025-05-04 00:00:00
合肥市,18,6,0.435,136,66,26,80,良,臭氧8小时,2025-05-03 00:00:00
合肥市,17,7,0.374,147,66,23,90,良,臭氧8小时,2025-05-02 00:00:00
合肥市,19,6,0.384,133,59,25,78,良,臭氧8小时,2025-05-01 00:00:00
合肥市,23,6,0.422,136,59,24,80,良,臭氧8小时,2025-04-30 00:00:00
合肥市,35,7,0.500,168,66,33,108,轻度污染,臭氧8小时,2025-04-29 00:00:00
合肥市,25,7,0.594,188,89,45,126,轻度污染,臭氧8小时,2025-04-28 00:00:00
合肥市,22,6,0.448,140,43,21,84,良,臭氧8小时,2025-04-27 00:00:00
合肥市,25,7,0.367,145,58,19,88,良,臭氧8小时,2025-04-26 00:00:00
合肥市,21,7,0.417,157,74,19,98,良,臭氧8小时,2025-04-25 00:00:00
合肥市,33,6,0.530,112,92,36,71,良,颗粒物(PM10),2025-04-24 00:00:00
合肥市,22,6,0.548,147,100,41,90,良,臭氧8小时,2025-04-23 00:00:00
合肥市,17,5,0.725,111,75,50,69,良,细颗粒物(PM2.5),2025-04-22 00:00:00
合肥市,24,6,0.733,143,47,30,86,良,臭氧8小时,2025-04-21 00:00:00
合肥市,19,6,0.632,177,70,38,116,轻度污染,臭氧8小时,2025-04-20 00:00:00
合肥市,22,6,0.604,151,95,45,93,良,臭氧8小时,2025-04-19 00:00:00
合肥市,17,6,0.484,165,84,38,105,轻度污染,臭氧8小时,2025-04-18 00:00:00
合肥市,22,7,0.547,147,83,38,90,良,臭氧8小时,2025-04-17 00:00:00
合肥市,25,7,0.484,146,65,25,89,良,臭氧8小时,2025-04-16 00:00:00
合肥市,34,5,0.416,131,52,20,76,良,臭氧8小时,2025-04-15 00:00:00
合肥市,20,6,0.364,113,99,27,75,良,颗粒物(PM10),2025-04-14 00:00:00
合肥市,13,5,0.288,101,121,27,86,良,颗粒物(PM10),2025-04-13 00:00:00
合肥市,10,4,0.340,105,239,52,145,轻度污染,颗粒物(PM10),2025-04-12 00:00:00
合肥市,23,6,0.668,121,64,32,68,良,臭氧8小时,2025-04-11 00:00:00
合肥市,32,5,0.513,127,98,37,74,良,颗粒物(PM10),2025-04-10 00:00:00
合肥市,26,6,0.640,161,84,43,101,轻度污染,臭氧8小时,2025-04-09 00:00:00
合肥市,37,7,0.635,157,79,39,98,良,臭氧8小时,2025-04-08 00:00:00
合肥市,25,8,0.590,150,79,33,92,良,臭氧8小时,2025-04-07 00:00:00
合肥市,37,6,0.521,133,83,31,78,良,臭氧8小时,2025-04-06 00:00:00
合肥市,25,7,0.561,133,105,43,78,良,"颗粒物(PM10),臭氧8小时",2025-04-05 00:00:00
合肥市,36,8,0.654,129,78,43,75,良,臭氧8小时,2025-04-04 00:00:00
合肥市,23,7,0.506,144,61,27,87,良,臭氧8小时,2025-04-03 00:00:00
合肥市,32,6,0.569,139,83,40,83,良,臭氧8小时,2025-04-02 00:00:00
合肥市,31,6,0.535,136,56,31,80,良,臭氧8小时,2025-04-01 00:00:00
合肥市,25,6,0.484,106,56,29,55,良,臭氧8小时,2025-03-31 00:00:00
合肥市,25,5,0.555,101,123,45,87,良,颗粒物(PM10),2025-03-30 00:00:00
合肥市,19,5,0.435,81,250,61,150,轻度污染,颗粒物(PM10),2025-03-29 00:00:00
合肥市,16,4,0.382,76,126,30,88,良,颗粒物(PM10),2025-03-28 00:00:00
合肥市,18,5,0.624,159,147,45,100,良,臭氧8小时,2025-03-27 00:00:00
合肥市,22,8,0.653,185,78,46,123,轻度污染,臭氧8小时,2025-03-26 00:00:00
合肥市,31,7,0.538,154,76,38,95,良,臭氧8小时,2025-03-25 00:00:00
合肥市,34,6,0.531,113,125,46,88,良,颗粒物(PM10),2025-03-24 00:00:00
合肥市,48,6,0.552,113,72,36,61,良,"颗粒物(PM10),臭氧8小时",2025-03-23 00:00:00
合肥市,51,6,0.482,134,71,32,79,良,臭氧8小时,2025-03-22 00:00:00
合肥市,47,6,0.433,128,54,26,74,良,臭氧8小时,2025-03-21 00:00:00
合肥市,42,5,0.414,128,53,25,74,良,臭氧8小时,2025-03-20 00:00:00
合肥市,42,5,0.429,112,55,27,60,良,臭氧8小时,2025-03-19 00:00:00
合肥市,33,5,0.421,104,52,24,54,良,臭氧8小时,2025-03-18 00:00:00
合肥市,34,5,0.404,100,39,20,50,优,—,2025-03-17 00:00:00
合肥市,17,4,0.422,91,53,32,52,良,颗粒物(PM10),2025-03-16 00:00:00
合肥市,21,4,0.432,87,42,23,44,优,—,2025-03-15 00:00:00
合肥市,26,5,0.531,64,41,20,41,优,—,2025-03-14 00:00:00
合肥市,27,5,0.684,76,88,65,88,良,细颗粒物(PM2.5),2025-03-13 00:00:00
合肥市,36,5,0.833,67,125,103,135,轻度污染,细颗粒物(PM2.5),2025-03-12 00:00:00
合肥市,28,5,0.681,105,60,43,60,良,细颗粒物(PM2.5),2025-03-11 00:00:00
合肥市,27,6,0.584,131,85,62,84,良,细颗粒物(PM2.5),2025-03-10 00:00:00
合肥市,36,7,0.638,121,100,71,95,良,细颗粒物(PM2.5),2025-03-09 00:00:00
合肥市,35,6,0.610,126,79,54,74,良,细颗粒物(PM2.5),2025-03-08 00:00:00
合肥市,38,6,0.597,110,64,41,59,良,臭氧8小时,2025-03-07 00:00:00
合肥市,25,5,0.518,116,66,49,68,良,细颗粒物(PM2.5),2025-03-06 00:00:00
合肥市,22,4,0.523,57,70,57,78,良,细颗粒物(PM2.5),2025-03-05 00:00:00
合肥市,20,3,0.526,51,56,47,65,良,细颗粒物(PM2.5),2025-03-04 00:00:00
合肥市,16,4,0.571,70,19,17,35,优,—,2025-03-03 00:00:00
合肥市,22,6,0.587,79,45,22,45,优,—,2025-03-02 00:00:00
合肥市,27,6,0.630,108,53,33,57,良,臭氧8小时,2025-03-01 00:00:00
合肥市,27,7,0.727,82,57,41,58,良,细颗粒物(PM2.5),2025-02-28 00:00:00
合肥市,22,5,0.702,103,61,47,65,良,细颗粒物(PM2.5),2025-02-27 00:00:00
合肥市,35,5,0.792,117,109,87,115,轻度污染,细颗粒物(PM2.5),2025-02-26 00:00:00
合肥市,40,6,0.715,95,82,59,80,良,细颗粒物(PM2.5),2025-02-25 00:00:00
合肥市,32,6,0.589,88,83,55,75,良,细颗粒物(PM2.5),2025-02-24 00:00:00
合肥市,28,4,0.641,66,91,75,100,良,细颗粒物(PM2.5),2025-02-23 00:00:00
合肥市,28,5,0.593,75,65,49,68,良,细颗粒物(PM2.5),2025-02-22 00:00:00
合肥市,22,5,0.532,78,51,38,54,良,细颗粒物(PM2.5),2025-02-21 00:00:00
合肥市,26,6,0.643,91,69,47,65,良,细颗粒物(PM2.5),2025-02-20 00:00:00
合肥市,43,8,0.652,115,83,48,67,良,"颗粒物(PM10),细颗粒物(PM2.5)",2025-02-19 00:00:00
合肥市,40,7,0.618,88,62,33,56,良,颗粒物(PM10),2025-02-18 14:00:00
合肥市,40,7,0.618,88,62,33,56,良,颗粒物(PM10),2025-02-18 00:00:00
合肥市,29,7,0.615,73,87,37,69,良,颗粒物(PM10),2025-02-17 00:00:00
合肥市,36,6,0.592,92,108,45,79,良,颗粒物(PM10),2025-02-16 00:00:00
合肥市,42,6,0.806,87,100,71,95,良,细颗粒物(PM2.5),2025-02-15 00:00:00
合肥市,58,7,0.832,52,90,62,84,良,细颗粒物(PM2.5),2025-02-14 00:00:00
合肥市,42,6,0.607,76,68,38,59,良,颗粒物(PM10),2025-02-13 00:00:00
合肥市,20,5,0.712,90,100,73,98,良,细颗粒物(PM2.5),2025-02-12 00:00:00
合肥市,40,7,0.773,56,64,48,67,良,细颗粒物(PM2.5),2025-02-11 00:00:00
合肥市,33,8,0.660,81,56,34,53,良,颗粒物(PM10),2025-02-10 00:00:00
合肥市,31,7,0.502,75,44,26,44,优,—,2025-02-09 00:00:00
合肥市,13,6,0.431,76,36,14,38,优,—,2025-02-08 00:00:00
合肥市,10,6,0.400,70,120,16,85,良,颗粒物(PM10),2025-02-07 00:00:00
合肥市,25,6,0.511,76,44,22,44,优,—,2025-02-06 00:00:00
合肥市,26,6,0.557,82,53,30,52,良,颗粒物(PM10),2025-02-05 00:00:00
合肥市,24,5,0.695,84,65,46,64,良,细颗粒物(PM2.5),2025-02-04 00:00:00
合肥市,15,5,0.799,73,105,86,114,轻度污染,细颗粒物(PM2.5),2025-02-03 00:00:00
合肥市,12,5,0.516,68,51,39,55,良,细颗粒物(PM2.5),2025-02-02 00:00:00
合肥市,11,5,0.733,57,55,44,62,良,细颗粒物(PM2.5),2025-02-01 00:00:00
合肥市,21,5,0.783,61,87,75,100,良,细颗粒物(PM2.5),2025-01-31 00:00:00
合肥市,20,7,0.588,94,70,49,68,良,细颗粒物(PM2.5),2025-01-30 00:00:00
合肥市,19,10,0.623,110,116,86,114,轻度污染,细颗粒物(PM2.5),2025-01-29 00:00:00
合肥市,15,6,0.516,87,59,34,55,良,颗粒物(PM10),2025-01-28 00:00:00
合肥市,10,5,0.416,79,49,14,49,优,—,2025-01-27 00:00:00
合肥市,14,4,0.642,74,62,38,56,良,颗粒物(PM10),2025-01-26 00:00:00
合肥市,12,5,0.406,68,28,17,34,优,—,2025-01-25 00:00:00
合肥市,23,5,0.650,60,57,42,59,良,细颗粒物(PM2.5),2025-01-24 00:00:00
合肥市,44,6,0.869,64,146,114,149,轻度污染,细颗粒物(PM2.5),2025-01-23 00:00:00
合肥市,65,11,1.050,119,167,131,173,中度污染,细颗粒物(PM2.5),2025-01-22 00:00:00
合肥市,61,13,0.919,111,120,87,115,轻度污染,细颗粒物(PM2.5),2025-01-21 00:00:00
合肥市,75,11,0.987,71,157,115,150,轻度污染,细颗粒物(PM2.5),2025-01-20 00:00:00
合肥市,66,11,1.026,113,132,89,118,轻度污染,细颗粒物(PM2.5),2025-01-19 00:00:00
合肥市,80,10,0.932,69,101,62,100,良,二氧化氮,2025-01-18 00:00:00
合肥市,68,10,0.796,65,94,53,85,良,二氧化氮,2025-01-17 00:00:00
合肥市,51,8,0.618,76,79,37,65,良,颗粒物(PM10),2025-01-16 00:00:00
合肥市,29,7,0.439,63,76,19,63,良,颗粒物(PM10),2025-01-15 00:00:00
合肥市,62,10,0.850,89,144,78,104,轻度污染,细颗粒物(PM2.5),2025-01-14 00:00:00
合肥市,67,8,0.854,86,110,63,85,良,细颗粒物(PM2.5),2025-01-13 00:00:00
合肥市,52,8,0.717,79,95,49,73,良,颗粒物(PM10),2025-01-12 00:00:00
合肥市,50,8,0.641,69,79,43,65,良,颗粒物(PM10),2025-01-11 00:00:00
合肥市,46,8,0.589,60,60,33,58,良,二氧化氮,2025-01-10 00:00:00
合肥市,27,7,0.508,60,49,22,49,优,—,2025-01-09 00:00:00
合肥市,46,8,0.666,54,80,40,65,良,颗粒物(PM10),2025-01-08 00:00:00
合肥市,44,7,0.577,49,53,25,55,良,二氧化氮,2025-01-07 00:00:00
合肥市,32,6,0.627,69,93,41,72,良,颗粒物(PM10),2025-01-06 00:00:00
合肥市,39,6,0.724,91,95,64,87,良,细颗粒物(PM2.5),2025-01-05 00:00:00
合肥市,62,7,1.014,63,156,102,134,轻度污染,细颗粒物(PM2.5),2025-01-04 00:00:00
合肥市,63,7,1.208,68,201,137,182,中度污染,细颗粒物(PM2.5),2025-01-03 00:00:00
合肥市,72,9,1.107,61,178,118,155,中度污染,细颗粒物(PM2.5),2025-01-02 00:00:00
合肥市,58,9,0.799,86,113,60,82,良,"颗粒物(PM10),细颗粒物(PM2.5)",2025-01-01 00:00:00
合肥市,51,9,0.828,74,146,69,98,良,颗粒物(PM10),2024-12-31 00:00:00
合肥市,47,7,0.756,90,97,54,74,良,"颗粒物(PM10),细颗粒物(PM2.5)",2024-12-30 00:00:00
合肥市,53,7,0.740,72,90,51,70,良,"颗粒物(PM10),细颗粒物(PM2.5)",2024-12-29 00:00:00
合肥市,49,6,0.749,53,106,55,78,良,颗粒物(PM10),2024-12-28 00:00:00
合肥市,47,7,0.797,55,107,60,82,良,细颗粒物(PM2.5),2024-12-27 00:00:00
合肥市,61,8,0.873,97,132,93,123,轻度污染,细颗粒物(PM2.5),2024-12-26 00:00:00
合肥市,69,6,0.836,72,108,74,99,良,细颗粒物(PM2.5),2024-12-25 00:00:00
合肥市,56,6,0.859,70,89,59,80,良,细颗粒物(PM2.5),2024-12-24 00:00:00
合肥市,41,7,0.769,47,73,48,67,良,细颗粒物(PM2.5),2024-12-23 00:00:00
合肥市,39,7,0.605,55,67,35,59,良,颗粒物(PM10),2024-12-22 00:00:00
合肥市,43,7,0.661,58,97,59,80,良,细颗粒物(PM2.5),2024-12-21 00:00:00
合肥市,56,6,0.670,73,79,52,72,良,细颗粒物(PM2.5),2024-12-20 00:00:00
合肥市,41,6,0.594,66,58,37,54,良,颗粒物(PM10),2024-12-19 00:00:00
合肥市,43,7,0.643,61,86,60,82,良,细颗粒物(PM2.5),2024-12-18 00:00:00
合肥市,69,9,0.754,63,97,60,87,良,二氧化氮,2024-12-17 00:00:00
合肥市,58,6,0.618,66,63,36,73,良,二氧化氮,2024-12-16 00:00:00
合肥市,55,6,0.640,65,67,30,69,良,二氧化氮,2024-12-15 00:00:00
合肥市,40,6,0.557,59,91,44,71,良,颗粒物(PM10),2024-12-14 00:00:00
合肥市,35,5,0.625,57,107,57,79,良,颗粒物(PM10),2024-12-13 00:00:00
合肥市,49,6,0.702,72,84,58,79,良,细颗粒物(PM2.5),2024-12-12 00:00:00
合肥市,43,6,0.770,45,99,75,100,良,细颗粒物(PM2.5),2024-12-11 00:00:00
